id,xgboost1_oof_predict
192,4898136.0
193,4793541.5
194,4797036.0
195,6341613.5
196,4729105.0
197,6199244.5
198,7390830.0
199,4912984.0
200,16994568.0
201,6621827.5
202,4619111.5
203,4504937.0
204,10044224.0
205,4720201.0
206,5306723.0
207,12388350.0
208,4690446.5
209,7582179.0
210,5468480.5
211,5686357.5
212,4981355.5
213,5681250.5
214,6675082.0
215,5230696.0
216,5036978.0
217,7611649.5
218,6679697.0
219,3113795.5
220,8228580.0
221,8862570.0
222,5221934.0
223,11534376.0
224,4215194.0
225,5277259.5
226,7162167.0
227,5396608.5
228,3212591.5
229,3734438.5
230,4375928.5
231,5141430.5
232,5815666.5
233,5504089.5
234,5783204.5
235,5553117.0
236,6014074.0
237,5928894.5
238,5575792.5
239,6282510.0
240,4713261.0
241,5280868.0
242,5331833.0
243,4400184.0
244,5216241.0
245,4480778.5
246,12105567.0
247,4845092.5
248,4999498.5
249,7447622.5
250,3711896.75
251,4529867.5
252,11566323.0
253,7518455.5
254,5936702.0
255,5333041.5
256,5214475.0
257,5901891.5
258,5576832.5
259,5894983.0
260,4270237.0
261,4744449.5
262,5546990.5
263,14392901.0
264,4648514.0
265,10134865.0
266,5442206.5
267,4776869.5
268,4803378.5
269,5178086.5
270,4570092.5
271,6870254.0
272,4044805.5
273,5249215.5
274,4967494.0
275,5418900.5
276,4999155.0
277,5495583.5
278,4787551.0
279,10383222.0
280,9058268.0
281,10046135.0
282,4643522.0
283,4465516.0
284,5168768.0
285,6517275.0
286,4360818.0
287,7258439.5
288,5247071.0
289,4792022.0
290,5459249.5
291,5050819.5
292,4005581.25
293,4253373.0
294,10458646.0
295,4371501.5
296,5385678.5
297,6192854.5
298,24137486.0
299,6344576.5
300,4719844.5
301,3906550.75
302,5142099.0
303,6551639.5
304,4483707.5
305,5630793.5
306,5374354.5
307,6672184.5
308,7358402.0
309,10641484.0
310,5450442.0
311,5186232.0
312,13367205.0
313,5986089.5
314,3787211.0
315,4959588.5
316,5208245.0
317,8192811.5
318,4932510.0
319,7535142.5
320,6335316.5
321,4237800.0
322,6291800.0
323,5501663.0
324,5671054.5
325,4957677.0
326,10892468.0
327,6467104.0
328,9128517.0
329,17926450.0
330,4781567.0
331,6240511.0
332,7303120.0
333,5038719.0
334,5181071.5
335,8216690.5
336,6203752.0
337,4727956.0
338,5828608.5
339,4799794.5
340,6187930.5
341,5291960.5
342,5502744.5
343,5094054.0
344,3440562.5
345,5114305.5
346,4959710.5
347,6377867.0
348,5358024.5
349,6072823.0
350,6339337.5
351,9981447.0
352,10881362.0
353,4344477.0
354,5626052.5
355,6918932.0
356,6150817.5
357,8717297.0
358,5090934.5
359,6625822.0
360,4426579.0
361,4327788.5
362,5220070.0
363,11466241.0
364,4736876.5
365,10704680.0
366,8994987.0
367,6486297.0
368,6982751.5
369,5089467.5
370,3865551.0
371,5005225.0
372,6131134.0
373,8255623.5
374,5544987.0
375,4586245.5
376,4666490.0
377,4387179.5
378,10841107.0
379,11404707.0
380,5143500.0
381,4051279.5
382,7246807.0
383,5629943.0
384,4660658.5
385,6104979.5
386,4457484.5
387,5837539.5
388,7942036.5
389,5378286.0
390,5158465.0
391,4602506.0
392,5174981.5
393,4910472.0
394,9673072.0
395,8497982.0
396,5073990.0
397,7172929.0
398,3928654.25
399,4333876.5
400,7581358.0
401,7290457.0
402,4108164.75
403,4095354.25
404,3393956.25
405,5187795.0
406,4729296.0
407,7219960.0
408,5337176.5
409,5499074.5
410,10190228.0
411,4346382.5
412,7713042.5
413,8309294.0
414,4655767.5
415,6526799.5
416,4680891.5
417,3454247.25
418,5066506.5
419,5549610.5
420,9918471.0
421,4833093.5
422,2953901.0
423,7243944.5
424,4960519.0
425,9434640.0
426,5067806.0
427,3772558.75
428,5410270.0
429,4804407.0
430,5497731.5
431,7985797.5
432,6033556.0
433,4190795.75
434,3861838.25
435,6965303.5
436,12985640.0
437,5149046.5
438,9600425.0
439,8358458.0
440,9113491.0
441,4675925.0
442,26641760.0
443,4422423.5
444,5134666.5
445,4936065.5
446,5455626.0
447,5820274.0
448,5306160.5
449,5017947.0
450,4174198.5
451,7310839.0
452,5413967.5
453,4054018.0
454,5455978.5
455,28504298.0
456,7266835.0
457,5284356.0
458,5078966.0
459,5004065.0
460,5135126.0
461,10790170.0
462,6314772.0
463,4579011.0
464,5290328.0
465,4757881.0
466,4677525.0
467,11707637.0
468,4242313.0
469,4300373.5
470,5578652.5
471,7250992.5
472,4767441.0
473,3783076.75
474,5447548.5
475,6166049.0
476,5742557.0
477,5546670.5
478,4995330.0
479,5030882.5
480,4646585.5
481,11337838.0
482,4561671.5
483,4838855.0
484,3630666.5
485,5409897.0
486,4360428.5
487,5319787.0
488,9395163.0
489,5240183.0
490,9271047.0
491,5567609.0
492,12036614.0
493,4420785.5
494,3839206.75
495,4839922.0
496,7198213.0
497,4244887.5
498,10639094.0
499,7794889.0
500,5559142.5
501,5298704.0
502,4788858.5
503,9912727.0
504,6069024.0
505,4934878.0
506,5921004.0
507,4345082.5
508,5881140.0
509,5159053.5
510,10121212.0
511,14059313.0
512,5315698.0
513,9816634.0
514,7851418.0
515,5038066.5
516,7952336.0
517,7392446.5
518,5597302.0
519,4788228.5
520,4385611.0
521,4727239.0
522,5821565.0
523,5464366.0
524,4027094.25
525,5934172.5
526,5364428.5
527,6610775.5
528,4564246.5
529,4009848.75
530,5053030.5
531,4761054.0
532,4229014.0
533,6479882.5
534,4734787.0
535,4943357.0
536,11304574.0
537,5167084.5
538,4937225.5
539,4883253.5
540,4518362.5
541,5956672.0
542,11101835.0
543,4692842.5
544,4846368.0
545,8093052.5
546,7057091.5
547,6805410.5
548,5098674.5
549,4686059.0
550,5099845.0
551,5483216.5
552,4879416.5
553,5327385.5
554,4873871.0
555,5872927.0
556,4806848.0
557,3722830.5
558,6313497.5
559,4206483.5
560,9940629.0
561,6676058.5
562,9050689.0
563,6217009.5
564,5949673.5
565,6655146.0
566,4906598.5
567,6235938.5
568,9144894.0
569,4446756.5
570,7441215.5
571,4572039.5
572,5277866.5
573,8684876.0
574,4819959.5
575,5100183.0
576,4601724.0
577,5523100.0
578,4858528.0
579,5183609.0
580,5124693.5
581,4272061.5
582,5496601.5
583,5743159.0
584,3972968.0
585,5661429.0
586,3864891.5
587,4936953.0
588,4465144.5
589,5695989.0
590,5051724.0
591,6468182.5
592,3507744.25
593,9399610.0
594,4756858.5
595,3952358.0
596,5897320.5
597,7626877.0
598,6818568.0
599,10257327.0
600,4769010.5
601,4665000.0
602,2910206.75
603,3974824.0
604,6063965.5
605,5580511.0
606,8522913.0
607,13504045.0
608,6770504.0
609,5906204.5
610,5342050.5
611,4134527.0
612,4172025.75
613,20187086.0
614,5004113.5
615,5510356.5
616,7307802.0
617,5217804.0
618,8334635.5
619,5544839.0
620,4830644.0
621,4288909.0
622,6544829.0
623,4198515.5
624,7877200.5
625,16341345.0
626,4614527.0
627,14386568.0
628,5349430.5
629,4104959.5
630,4715374.0
631,5903083.5
632,16421449.0
633,4511380.5
634,5779706.5
635,5429761.0
636,4811094.5
637,5387141.0
638,3442755.25
639,4484831.5
640,5730139.0
641,3966252.75
642,9027961.0
643,7389817.0
644,7935350.0
645,5244151.0
646,8247109.0
647,4464588.5
648,5439691.0
649,4988599.0
650,12334755.0
651,6867372.5
652,10623869.0
653,5114361.0
654,4170760.5
655,5493863.5
656,4147261.5
657,4616160.0
658,8944978.0
659,16341556.0
660,4398780.5
661,4558757.5
662,4490673.0
663,4915988.5
664,21095162.0
665,4838511.0
666,8907381.0
667,4447077.5
668,3692538.5
669,4992933.0
670,5172763.0
671,5864181.0
672,5314866.0
673,6112059.0
674,4771750.0
675,5049153.5
676,5672174.5
677,5849084.5
678,5238396.5
679,4203555.0
680,4605806.0
681,5134020.5
682,4884289.0
683,6123098.5
684,5995480.5
685,6235172.5
686,7413757.0
687,10966229.0
688,3821296.5
689,5509085.0
690,4864799.5
691,5026062.0
692,4835014.0
693,7142257.0
694,5256875.5
695,13465050.0
696,7914710.0
697,4760429.5
698,5863164.0
699,9279987.0
700,7289335.0
701,4299723.5
702,5493603.5
703,3816240.0
704,5157156.0
705,4327179.0
706,7729713.0
707,5223428.5
708,6582230.5
709,5555517.0
710,3677092.25
711,7995954.0
712,7532805.0
713,3636477.0
714,5128497.0
715,6601113.0
716,4613764.0
717,7140235.0
718,9116599.0
719,8538825.0
720,4832439.5
721,3742349.5
722,10834780.0
723,4972260.0
724,6488600.0
725,4769195.0
726,5094188.0
727,21953042.0
728,4195937.5
729,4463861.5
730,5049907.5
731,4007427.75
732,9104468.0
733,7511655.5
734,4411453.5
735,5138837.5
736,4734804.0
737,7353307.0
738,5518377.0
739,5026149.5
740,5017501.0
741,11900999.0
742,4875928.0
743,3811616.75
744,4580728.5
745,4257952.5
746,7959176.5
747,6990325.5
748,7481926.5
749,4522690.0
750,8887791.0
751,4653460.0
752,5049449.5
753,5797235.0
754,6912648.0
755,4211654.5
756,6345478.0
757,9124088.0
758,5585780.0
759,4640031.5
760,8053612.5
761,5806386.5
762,9080037.0
763,5566055.0
764,4821338.0
765,7048319.5
766,5350057.5
767,4571448.0
768,6256963.0
769,4775674.0
770,5325248.5
771,4768504.0
772,7624447.0
773,6256572.0
774,6869918.5
775,2874053.75
776,7033579.5
777,5869732.0
778,4783977.0
779,4376732.5
780,6334683.0
781,4568852.5
782,8794631.0
783,6047443.0
784,21010554.0
785,4662278.5
786,5739183.0
787,15930609.0
788,3737327.75
789,4769010.5
790,6215724.5
791,5143331.0
792,5033495.0
793,6200890.0
794,5272979.0
795,5264705.5
796,4654592.5
797,6156604.0
798,4756720.0
799,4511870.0
800,4772199.0
801,6038226.5
802,16043950.0
803,9135612.0
804,5498799.0
805,9824520.0
806,5838133.0
807,5772842.0
808,4336614.5
809,8167637.0
810,10513498.0
811,9297058.0
812,10099317.0
813,6313064.5
814,3916757.0
815,7329817.0
816,9135612.0
817,4795144.0
818,4694439.0
819,4753861.0
820,4543898.5
821,4835406.5
822,4153563.75
823,5418882.0
824,5703699.5
825,8391995.0
826,4853087.0
827,5137043.0
828,5951139.0
829,5782364.0
830,5141962.5
831,13051823.0
832,8192745.0
833,3977305.5
834,10021088.0
835,12732728.0
836,4487236.5
837,4252866.5
838,5502801.5
839,9953681.0
840,5542123.5
841,10433872.0
842,9294994.0
843,6248824.5
844,5129226.5
845,10517070.0
846,5105834.5
847,4492679.5
848,6542330.5
849,3828558.0
850,5631716.0
851,5170966.5
852,4800238.5
853,5489132.5
854,5598639.5
855,5794092.0
856,4641735.0
857,6303496.0
858,5617153.0
859,4706326.0
860,3965059.75
861,5915007.5
862,7900258.5
863,4658826.0
864,5036273.0
865,6956760.0
866,4124623.5
867,6580123.0
868,4483184.5
869,5568217.5
870,12095013.0
871,5274105.5
872,11187108.0
873,8797076.0
874,8442966.0
875,5273340.0
876,7474110.5
877,7355789.0
878,35093892.0
879,4779267.5
880,5147380.5
881,6414632.0
882,4439064.0
883,6695449.0
884,4088815.25
885,5213626.0
886,4879459.0
887,5122181.0
888,4538558.0
889,4776715.0
890,5844771.5
891,6228044.0
892,5044068.0
893,7120704.0
894,10114300.0
895,6257194.5
896,4525439.0
897,8450879.0
898,5385293.0
899,4840169.0
900,6312306.5
901,5109465.5
902,4174816.5
903,5624243.5
904,4420001.5
905,4607279.5
906,7317287.5
907,5387706.5
908,5490300.5
909,8167052.0
910,5101115.0
911,14969444.0
912,4649745.5
913,4961087.0
914,6426290.5
915,7831476.0
916,4428154.0
917,5578297.5
918,4629472.5
919,8274817.5
920,7421989.0
921,5882430.5
922,4436049.5
923,4910520.5
924,8255182.5
925,4894981.0
926,4586617.0
927,11319731.0
928,4312517.5
929,5803831.0
930,7237234.5
931,5834190.5
932,6368900.5
933,5184327.0
934,5328005.0
935,3944021.75
936,5711891.0
937,4698053.0
938,23354232.0
939,9356182.0
940,5646758.0
941,5270917.5
942,12048130.0
943,5202907.0
944,5272023.0
945,6514038.0
946,4188317.5
947,5162216.0
948,5110981.0
949,16183794.0
950,3943824.5
951,10322588.0
952,10664499.0
953,13681159.0
954,5259444.0
955,16271658.0
956,25362404.0
957,3970354.0
958,5142656.0
959,4481992.0
960,5462252.5
961,7297273.0
962,8213574.0
963,6282960.0
964,6242882.0
965,5856423.0
966,6584280.0
967,5690207.5
968,5254916.5
969,7083783.0
970,7388639.0
971,20751566.0
972,7374561.5
973,4347539.5
974,4910472.0
975,6218133.0
976,5275209.5
977,4559759.5
978,6048594.5
979,5287348.0
980,4177772.75
981,18620140.0
982,5282281.0
983,5199966.0
984,7772595.0
985,7390161.5
986,4392302.0
987,9021772.0
988,7057298.5
989,7707592.5
990,5482365.5
991,4291510.0
992,6990810.5
993,5626302.5
994,4518210.5
995,8051168.5
996,9802775.0
997,6560633.5
998,27590992.0
999,19445422.0
1000,6916507.0
1001,4669862.5
1002,5319444.0
1003,5041312.5
1004,4955551.5
1005,16365837.0
1006,6482748.0
1007,5410751.5
1008,5533233.0
1009,11526263.0
1010,12161779.0
1011,3508105.0
1012,9942683.0
1013,8954760.0
1014,4517908.5
1015,9258828.0
1016,5407550.5
1017,4968464.5
1018,4107272.25
1019,6111507.5
1020,9062331.0
1021,6039875.5
1022,5244071.5
1023,5264489.5
1024,8042352.0
1025,4243650.5
1026,4445481.5
1027,4958286.0
1028,4712430.5
1029,4346160.0
1030,7535620.5
1031,5013479.5
1032,5229605.0
1033,5112337.0
1034,3550850.75
1035,21431358.0
1036,4745509.5
1037,5420340.5
1038,5315776.5
1039,7084013.5
1040,3837851.75
1041,5653830.5
1042,11090991.0
1043,6969061.0
1044,4738868.5
1045,5320659.5
1046,4577064.0
1047,4837855.5
1048,12914093.0
1049,4335991.5
1050,3768249.0
1051,5684343.5
1052,6563459.0
1053,5580835.0
1054,4912276.0
1055,4838491.5
1056,11072668.0
1057,5553230.0
1058,20618316.0
1059,5953825.0
1060,5776529.5
1061,7862619.5
1062,4674943.0
1063,4986540.5
1064,4393271.0
1065,4148434.25
1066,5272802.5
1067,6376773.0
1068,4069472.5
1069,4792842.5
1070,8839727.0
1071,5127127.5
1072,12026515.0
1073,3734438.5
1074,7802354.0
1075,5022631.0
1076,15974339.0
1077,4698621.0
1078,8678150.0
1079,8328468.0
1080,9473489.0
1081,4098419.5
1082,5899875.0
1083,4000465.25
1084,10333309.0
1085,5233384.0
1086,3812499.5
1087,12303781.0
1088,5212898.5
1089,9374568.0
1090,4647400.0
1091,4594315.5
1092,8800600.0
1093,5834626.5
1094,4252866.5
1095,4933124.5
1096,12915636.0
1097,7068497.5
1098,4858824.0
1099,12493091.0
1100,4471777.0
1101,4611470.0
1102,5560073.0
1103,4683489.5
1104,4311878.0
1105,6936541.0
1106,5869719.5
1107,5486712.5
1108,4389130.5
1109,5475648.5
1110,5077903.0
1111,5650661.0
1112,6460233.0
1113,11306387.0
1114,34318968.0
1115,4775424.0
1116,5434923.0
1117,6225906.0
1118,4548925.0
1119,5217639.5
1120,4267723.0
1121,5304000.5
1122,5262719.5
1123,6739053.5
1124,5778220.0
1125,22584114.0
1126,11141060.0
1127,6733963.5
1128,4122083.25
1129,6477831.0
1130,5432280.5
1131,4665469.5
1132,6700285.0
1133,4515222.5
1134,8282189.5
1135,5544780.0
1136,4824872.0
1137,5937298.0
1138,5564921.0
1139,11372142.0
1140,5365145.0
1141,10356750.0
1142,4969597.0
1143,6080355.5
1144,4788686.5
1145,4265727.0
1146,5654754.0
1147,7969440.0
1148,5143355.5
1149,6112544.5
1150,4968558.5
1151,5150612.5
1152,13748167.0
1153,7952135.0
1154,13381289.0
1155,5631085.0
1156,4702845.0
1157,4735221.5
1158,9323436.0
1159,5300401.0
1160,5293084.5
1161,10403483.0
1162,5053891.0
1163,6008977.5
1164,5043903.5
1165,5428069.5
1166,4511803.5
1167,5045927.0
1168,4548311.5
1169,4119198.25
1170,4075373.5
1171,5561247.0
1172,8064649.0
1173,5060694.5
1174,10556832.0
1175,20617518.0
1176,4854712.0
1177,16203377.0
1178,3259753.0
1179,7530903.5
1180,6182928.5
1181,14698522.0
1182,17069758.0
1183,6941756.0
1184,24327666.0
1185,4384240.5
1186,5340303.0
1187,8692885.0
1188,4729414.5
1189,4518133.5
1190,10641717.0
1191,5834709.0
1192,4355288.0
1193,6486834.5
1194,8447576.0
1195,9634842.0
1196,6347661.0
1197,9972162.0
1198,8202373.5
1199,6956951.0
1200,6711421.0
1201,26046034.0
1202,8366039.5
1203,5407373.5
1204,7857240.5
1205,5901008.5
1206,8508934.0
1207,4519579.5
1208,12842072.0
1209,6402504.5
1210,6248824.5
1211,4686196.0
1212,5318679.0
1213,5424067.0
1214,4809894.0
1215,9635051.0
1216,6026798.5
1217,13008696.0
1218,4806810.0
1219,4672950.5
1220,4902884.5
1221,3687986.75
1222,6450082.5
1223,4992513.0
1224,7699334.0
1225,4868534.5
1226,4992476.5
1227,4437682.0
1228,5856247.5
1229,5063217.0
1230,5681800.5
1231,5429300.5
1232,5869112.5
1233,4494918.5
1234,5200437.5
1235,8955631.0
1236,4833917.0
1237,8100883.5
1238,10411299.0
1239,9777650.0
1240,7045344.0
1241,7768212.5
1242,7281082.5
1243,6725127.0
1244,5323341.0
1245,5643245.5
1246,6200358.5
1247,4882680.5
1248,5159539.5
1249,6499196.0
1250,4471200.0
1251,4504882.5
1253,5890464.5
1254,5004057.0
1255,12439629.0
1256,4660472.0
1257,4430483.5
1258,4819388.5
1259,4278782.5
1260,6330185.5
1261,5077442.5
1262,4350138.0
1263,7223751.0
1264,8167426.0
1265,4812972.0
1266,7172726.0
1267,7709727.5
1269,4276248.0
1270,7403719.5
1271,6137456.0
1272,8249220.0
1273,10698149.0
1274,8485170.0
1275,11635995.0
1276,4558662.5
1277,5516890.5
1278,8683934.0
1279,4816918.0
1280,5318382.5
1281,4217947.5
1282,6389841.5
1283,4833977.0
1284,5894108.0
1285,11088343.0
1286,4162101.0
1287,9159704.0
1288,8244760.0
1289,4546476.0
1290,7489333.5
1291,12960139.0
1292,20861484.0
1293,4050050.25
1294,9667836.0
1295,5983769.5
1296,5752560.0
1297,4955807.0
1298,8831682.0
1299,7508478.5
1300,7452556.0
1301,5119454.5
1302,5275913.5
1303,6211104.0
1304,4878221.0
1305,3721104.5
1306,4736876.5
1307,9246057.0
1308,5836619.0
1309,4808026.5
1310,8786082.0
1311,5846086.0
1312,8829648.0
1313,5361558.0
1314,4904448.5
1315,5236465.0
1316,5745259.5
1317,5711809.0
1318,4921487.5
1319,16298619.0
1320,13314985.0
1321,7252130.0
1322,5181669.5
1323,4855268.5
1324,6164792.0
1325,11432284.0
1326,12327771.0
1327,5426616.0
1328,4517037.0
1329,7582543.5
1330,4128914.5
1331,4693174.0
1332,6213771.0
1333,8236461.0
1334,12095292.0
1335,8000617.0
1336,7557604.0
1337,5687866.5
1338,4969051.0
1339,4956854.5
1340,10644853.0
1341,7958584.5
1342,6049328.5
1343,4803432.5
1344,8476169.0
1345,4597390.5
1346,4942020.5
1347,4002996.5
1348,5532521.5
1349,6592246.5
1350,7877702.0
1351,4448488.0
1352,6746008.0
1353,6014594.5
1354,12163994.0
1355,5655974.0
1356,2870313.0
1357,4610413.5
1358,7579309.5
1359,6234565.5
1360,7584785.5
1361,4698540.5
1362,7140677.0
1363,7920598.5
1364,3875083.0
1365,4523824.0
1366,3270948.25
1367,7819163.5
1368,4769120.0
1369,8441922.0
1370,4975479.5
1371,7631283.0
1372,18620140.0
1373,21555186.0
1374,4019106.0
1375,5636061.5
1376,11763944.0
1377,8946312.0
1378,5542586.5
1379,6899875.0
1380,4408941.0
1381,7854489.0
1382,15138763.0
1383,4942105.0
1384,6190363.5
1385,4710669.0
1386,13754543.0
1387,7643140.0
1388,3951024.0
1389,4339074.0
1390,6733122.5
1391,5242370.5
1392,13054441.0
1393,5162441.5
1394,5193580.0
1395,6317173.5
1396,3922209.25
1397,4939784.5
1398,4263930.0
1399,10154307.0
1400,4155105.5
1401,4407129.5
1402,5508597.5
1403,7508896.0
1404,6277303.0
1405,6699113.5
1406,6066405.5
1407,4993903.5
1408,5855817.5
1409,4385806.0
1410,4794066.5
1411,10987978.0
1412,10491769.0
1413,4992367.5
1414,4954348.0
1415,6200896.5
1416,3901448.75
1417,4783268.5
1418,9222855.0
1419,5655699.5
1420,4585554.5
1421,7309888.5
1422,4599948.5
1423,5161060.0
1424,8554768.0
1425,6193220.0
1426,5091160.5
1427,4988933.0
1428,8468046.0
1429,4844282.5
1430,4794949.5
1431,9061853.0
1432,5191948.0
1433,4243650.0
1434,5433199.0
1435,7511132.0
1436,12842072.0
1437,5174696.0
1438,5317149.5
1439,4733420.5
1440,5195571.0
1441,4977160.5
1442,5026001.5
1443,5703165.5
1444,5606315.0
1445,5810127.5
1446,6428507.5
1447,7425827.5
1448,5973116.5
1449,5223703.0
1450,5845997.0
1451,6442843.0
1452,3877957.25
1453,4806576.0
1454,5298832.0
1455,5673071.5
1456,6075096.5
1457,5058568.0
1458,8045440.0
1459,6230034.5
1460,7128235.0
1461,3957367.0
1462,12556230.0
1463,4825297.5
1464,5925384.5
1465,4765506.0
1466,8893019.0
1467,7710909.5
1468,13732222.0
1469,5291829.5
1470,5293095.5
1471,4285402.5
1472,7340011.0
1473,10053467.0
1474,5167813.5
1475,7312963.5
1476,5785872.0
1477,10104676.0
1478,5517577.5
1479,5205401.0
1480,4783338.0
1481,5672753.0
1482,5852344.5
1483,7566819.0
1484,4597906.0
1485,5664747.0
1486,9925350.0
1487,4548282.0
1488,4915249.5
1489,6279905.0
1490,5342508.5
1491,10716009.0
1492,4337262.5
1493,5808298.5
1494,5614424.0
1495,25798036.0
1496,4943126.0
1497,6513225.0
1498,5566469.5
1499,11048288.0
1500,5156397.0
1501,5094054.0
1502,5891846.0
1503,4829278.5
1504,5439647.0
1505,5598639.5
1506,4566648.0
1507,5650409.5
1508,6966658.5
1509,4321050.0
1510,5557682.0
1511,8330710.5
1512,11567076.0
1513,12025010.0
1514,5610553.0
1515,8269734.5
1516,5907038.5
1517,8977170.0
1518,5050459.5
1519,5873139.5
1520,4047980.25
1521,4333145.5
1522,7075698.5
1523,11866109.0
1524,8374749.0
1525,5205537.0
1526,7760158.0
1527,19418748.0
1528,5330934.5
1529,14574680.0
1530,5433854.5
1531,11432934.0
1532,4951371.5
1533,5762201.5
1534,4663256.0
1535,4360481.0
1536,4706586.0
1537,4668414.0
1538,11545212.0
1539,5227814.0
1540,4304440.0
1541,5276903.5
1542,4170537.25
1543,5808150.5
1544,5218523.5
1545,7782168.5
1546,6729527.5
1547,4991227.0
1548,6185389.5
1549,5355688.5
1550,7885131.5
1551,5410202.5
1552,5812693.0
1553,4726615.0
1554,4678358.5
1555,5475973.5
1556,7035076.0
1557,10201345.0
1558,7056828.0
1559,7370210.0
1560,6141791.0
1561,7463814.0
1562,4591792.5
1563,5229670.0
1564,5274267.5
1565,6498555.0
1566,4875045.5
1567,5288612.0
1568,6149268.5
1569,7318563.0
1570,7523348.5
1571,9877085.0
1572,3655800.0
1573,4786704.0
1574,3772073.25
1575,5046800.0
1576,5246747.0
1577,7645544.0
1578,13721191.0
1579,11538364.0
1580,5363548.0
1581,9844826.0
1582,10911647.0
1583,4947701.0
1584,3946485.0
1585,4396532.0
1586,11584596.0
1587,8471899.0
1588,10486722.0
1589,5686068.0
1590,4753355.0
1591,5694800.5
1592,5699394.0
1593,10702011.0
1594,6793680.0
1595,53423628.0
1596,4929102.0
1597,6052065.5
1598,4578228.0
1599,4038181.5
1600,5519637.5
1601,6006539.0
1602,9465530.0
1603,6653353.0
1604,8557592.0
1605,6040607.5
1606,5688663.0
1607,6885448.5
1608,8876914.0
1609,5435444.0
1610,7214774.0
1611,13160213.0
1612,5419968.5
1613,3140293.5
1614,5125252.5
1615,4302403.0
1616,6054145.5
1617,4592134.5
1618,3478776.75
1619,4063510.5
1620,5217814.0
1621,9705263.0
1622,5793170.0
1623,5075732.5
1624,5537470.0
1625,7632873.0
1626,9875798.0
1627,3823327.25
1628,4501360.5
1629,5079055.5
1630,8717172.0
1631,5366618.0
1632,8672832.0
1633,7765434.0
1634,11328740.0
1635,20136764.0
1636,5119142.5
1637,5372474.0
1638,5708202.0
1639,10311403.0
1640,4404138.0
1641,19347410.0
1642,5050498.0
1643,7526814.0
1644,8497685.0
1645,4540439.5
1646,4467242.5
1647,6838864.0
1648,5404453.5
1649,3988260.75
1650,5942312.5
1651,5624238.5
1652,12408847.0
1653,6490697.5
1654,5218241.0
1655,9096461.0
1656,5394518.5
1657,5008519.5
1658,11388017.0
1659,3920592.75
1660,4794688.5
1661,4799289.0
1662,5263810.5
1663,14907709.0
1664,6200189.5
1665,4928684.5
