id,xgboost_oof_predict
548,5591651.5
549,4561574.0
550,5278898.5
551,5397083.5
552,5276525.5
553,5181509.0
554,5115618.5
555,5752235.0
557,4118649.75
558,6913365.5
560,10295068.0
561,7643742.5
562,9202528.0
563,6978554.5
564,6472049.0
566,5078547.5
567,6628885.5
568,8968156.0
569,4486327.5
570,7594189.5
571,4923613.0
572,5283631.0
573,9677546.0
575,5726717.5
576,5126820.5
578,4878641.0
579,5067077.0
583,6421185.5
584,4463015.5
585,5725900.0
586,3990932.75
587,4994329.0
588,4629448.5
589,6494027.5
590,5127503.5
591,6231505.0
592,3992625.25
593,9498620.0
594,4840234.5
595,4083395.0
596,6568306.0
597,7669471.0
598,7541181.0
599,11511814.0
600,5253339.0
601,4934046.0
603,4600122.0
604,6650652.5
605,5980007.0
606,9748116.0
607,8524550.0
608,7911156.5
609,6183433.5
610,5965208.0
611,4234937.5
612,4812676.5
613,22273192.0
614,5415071.5
615,5786686.5
616,8663946.0
617,5450579.5
618,8829742.0
620,5938194.0
621,4505422.0
622,7076150.0
623,4371291.0
624,8632032.0
625,15578162.0
627,13329328.0
628,5724931.5
629,4172210.5
630,4949525.5
631,6318493.5
632,17792644.0
633,5359188.0
636,4774145.5
637,5558463.5
641,3997982.75
642,9169942.0
644,7631712.5
645,5679115.5
647,4613289.5
650,16409828.0
651,7817675.0
652,10916870.0
653,5490619.5
654,4339459.5
655,6233711.0
656,3952303.25
657,5017346.0
658,10926422.0
659,16868070.0
660,4399575.0
661,4749321.5
662,5105300.0
664,19350916.0
665,5211519.0
666,10503618.0
667,4415647.0
668,3720582.25
669,5679487.0
671,6406862.5
672,5233030.5
673,6671141.5
674,5742841.0
675,3305169.75
676,5917270.0
678,6269268.0
679,4640357.0
680,4780614.5
682,5876916.5
683,6611201.5
684,6154170.0
685,6954163.5
686,7465580.5
687,12465054.0
688,4499899.0
689,5301949.5
690,5322202.0
691,5366451.0
692,4680545.0
693,7778007.0
694,5555958.5
695,12189834.0
696,8158731.5
697,4695426.0
698,6510299.0
699,8708300.0
700,8151466.0
701,4811377.0
702,5939521.5
703,3511920.25
705,4724147.0
706,8386673.5
707,5806515.5
708,7188236.0
709,6257580.5
710,3981645.75
712,7879550.0
714,5407582.0
715,6796473.5
716,4941905.0
717,7588957.0
718,8893724.0
719,12370248.0
720,5256509.0
721,3983405.75
722,12189616.0
723,5104408.5
724,7212883.5
725,5228602.5
726,5444809.5
727,12814602.0
728,4318988.0
729,4269973.0
730,5429037.0
731,4199952.5
732,10366018.0
733,7071898.0
734,4862798.0
735,5875891.0
736,5132519.5
737,7496773.0
738,5927790.0
739,4910375.5
740,4954375.5
741,12318302.0
742,5716697.5
743,4206613.0
745,4621982.5
746,8393812.0
747,7444866.5
749,5100501.5
750,10178618.0
751,4390559.0
752,5283665.5
753,6642654.0
754,6473483.0
756,7304815.0
757,9968272.0
758,6807085.0
759,4488689.5
760,8966986.0
761,5713152.5
762,10404036.0
763,5836099.0
764,4673375.5
765,7892065.5
766,5570064.0
768,6575511.5
769,4358043.5
770,6129235.5
772,8504846.0
773,6398070.0
774,7276016.0
775,3032456.5
776,7283778.5
777,6429745.0
778,5444253.5
779,4774027.0
780,6325015.0
781,5103207.5
782,9149562.0
783,7072406.5
784,25303846.0
785,5575647.5
786,6213795.5
787,16743520.0
788,4024356.0
789,5328859.5
790,6297725.5
791,5672313.5
792,5123265.0
793,7231449.0
794,5271442.0
795,5364918.5
796,4899476.5
797,6240882.0
798,5289493.0
799,4766447.0
800,5121353.0
801,6195954.0
803,7600779.0
804,6111464.0
805,9764874.0
806,6703906.0
807,6436022.5
808,4516495.0
809,10536054.0
810,11156374.0
811,30323474.0
812,10010790.0
815,7398247.5
816,9290714.0
817,5020629.0
818,4868762.0
820,4868485.5
821,5133073.5
822,4455733.0
823,6003841.5
824,5805380.0
825,8310052.5
827,5108138.5
828,4814918.0
829,6366899.0
830,5122583.5
831,13666048.0
832,8220573.0
833,4737725.5
834,10576010.0
835,12268936.0
836,4762139.5
837,4667164.0
838,6046597.0
839,12804888.0
840,6274084.5
841,10295658.0
842,11031546.0
843,6437222.0
844,5616754.0
845,10722504.0
846,5452177.5
847,4713913.0
848,6329627.5
849,4369195.5
850,5203187.5
851,4758714.5
852,4683807.5
853,5583951.0
854,6143745.0
856,3675336.5
858,5665331.0
860,4281382.0
862,8366967.0
863,4877320.0
864,4570617.5
865,7566032.5
866,4545034.0
867,6989574.5
868,5316256.5
869,6437311.5
870,12364982.0
871,5907639.0
872,11080960.0
873,9556844.0
874,9227176.0
875,5543294.0
876,7378960.5
877,7820661.5
878,32170754.0
879,5061932.5
880,6153797.5
881,7547809.0
882,4546876.5
883,6898683.0
884,4058129.25
885,5825674.0
886,5391774.0
887,5680846.0
888,4797949.5
889,4963688.5
890,6139286.5
892,5568484.0
893,7917586.5
894,10919454.0
895,7055117.0
896,4991850.5
897,9374264.0
898,5404439.5
900,6446772.0
901,5671286.0
902,4419571.0
903,5775286.5
904,5197479.5
905,5431421.0
906,7082605.5
908,6043632.5
909,9646194.0
910,5637541.0
911,16180652.0
912,5052722.0
913,5217160.5
914,6245665.0
915,8209750.0
916,4660490.5
917,6370488.5
918,5321018.5
919,9059380.0
920,7876717.5
921,6735975.0
922,4643218.5
923,5339709.5
924,8788130.0
925,5191778.0
926,4802564.0
927,10738182.0
928,4657303.0
929,6142674.0
930,7886996.0
931,5933768.0
932,6941520.5
933,5828969.5
934,5647527.5
935,4106015.75
937,4975851.0
938,21813780.0
939,9851424.0
940,5911139.0
941,5445886.0
942,14008886.0
943,5799922.5
945,7086022.0
946,4811123.0
947,5191480.0
948,5413005.5
949,8587844.0
950,4168967.5
951,10470900.0
952,10629562.0
953,12450938.0
954,5633557.0
955,14816852.0
956,31014182.0
957,4165243.75
958,5743559.5
959,4870195.0
960,5692014.0
961,7360673.0
962,8927754.0
964,6977630.0
965,6655706.5
967,6275883.5
968,5934973.0
969,7692855.0
970,8353334.0
971,19444706.0
972,6889482.5
973,4020015.25
974,5174950.0
975,7740385.0
976,5548979.0
977,4974523.5
978,6318731.0
979,6187849.0
980,4609360.5
981,17524436.0
982,5720890.5
983,5573356.0
984,6782961.0
985,7855515.0
986,4777746.5
987,8194406.0
988,6811877.5
989,7891279.0
991,4634341.0
992,7777763.5
993,5411340.5
994,4755279.5
995,8245792.5
996,9923456.0
997,7501300.5
998,41094892.0
999,25807084.0
1000,7483224.5
1001,4985950.5
1002,5914097.0
1003,6208983.5
1004,5108339.5
1005,16061518.0
1006,7067670.0
1007,5877558.0
1008,6163881.5
1009,11234442.0
1010,12591160.0
1012,10919924.0
1013,9755634.0
1015,9594442.0
1016,4465767.0
1017,5261930.5
1018,4726443.0
1019,6289424.0
1020,6617091.5
1021,6159142.0
1022,5662969.5
1023,5604426.0
1024,7789269.5
1025,4238219.0
1026,4819274.0
1027,4850670.5
1028,5112810.5
1029,4633324.0
1031,5364784.0
1032,6009292.0
1033,5645901.0
1034,4115323.75
1035,17867224.0
1036,5378230.0
1037,5212666.0
1038,5227418.0
1041,5903610.5
1042,11557136.0
1043,7160193.0
1044,5466938.0
1045,6367960.0
1047,5258068.0
1048,10884836.0
1049,4700985.5
1050,3706407.25
1051,6322598.5
1053,6079277.5
1054,5017217.0
1055,5317684.0
1056,12829242.0
1057,5621896.5
1058,16508292.0
1059,6465820.0
1061,7955757.5
1062,5394395.5
1063,5514631.0
1064,4662165.5
1065,4656156.5
1066,5881542.5
1068,4641687.5
1069,4840497.0
1070,9366028.0
1071,4745252.5
1072,13371932.0
1073,4371788.0
1074,10612052.0
1075,5245562.5
1076,17115394.0
1077,4835449.5
1079,8299892.5
1080,10799498.0
1082,6419639.0
1083,4411421.5
1084,11417294.0
1085,6356441.5
1087,13314530.0
1088,5673539.5
1089,9540552.0
1090,4848597.0
1091,4722083.0
1092,9470420.0
1093,6807030.5
1094,4649051.0
1095,5118437.5
1096,12805874.0
1097,8441134.0
1098,5561550.0
1099,17280596.0
1100,5901279.0
1101,4972401.5
1102,5879455.5
1103,4854333.5
1105,7719638.5
1106,6061856.5
1107,5945225.0
1108,4686680.5
1109,6346578.5
1111,6410815.0
1112,8595102.0
1113,10836596.0
1114,29361524.0
1115,4799012.0
1116,5934645.0
1117,7282045.5
1119,5752969.5
1120,4463593.5
1121,5991671.0
1122,4885656.5
1123,6834597.5
1124,5790116.0
1125,18627022.0
1126,17273514.0
1127,7399802.5
1128,4558223.0
1129,6960660.5
1131,5476885.5
1132,7000808.5
1133,4682314.0
1134,8454228.0
1135,6312216.5
1136,5207103.5
1137,6606343.5
1138,5430059.0
1139,13770006.0
1140,5832505.0
1141,10867710.0
1142,5418071.0
1143,7273466.5
1144,5010773.0
1145,4818354.5
1146,6240682.0
1147,8110215.5
1148,5258430.5
1149,7045038.5
1151,5830521.5
1152,13136758.0
1153,8716532.0
1154,8784588.0
1155,5542560.0
1156,4274183.5
1157,5173869.0
1159,5889392.0
1160,5770981.0
1161,11597066.0
1162,4875293.0
1163,6327077.0
1164,5748618.0
1165,5764633.5
1166,4872167.0
1167,5301576.5
1169,4119508.0
1171,5988533.5
1172,8089120.5
1174,11005990.0
1175,20596478.0
1176,5065009.5
1177,11776756.0
1178,3623913.75
1179,8134080.0
1180,6804542.5
1181,15106548.0
1182,20358710.0
1183,6979814.0
1184,23858206.0
1185,4482659.0
1186,6171553.0
1187,9440442.0
1188,4629268.0
1190,11293574.0
1192,4659053.0
1193,6730110.0
1194,8026533.0
1195,10070734.0
1196,6785960.5
1197,11610370.0
1198,9129770.0
1199,8223820.0
1200,8109002.5
1201,19981466.0
1202,8622858.0
1203,5650027.5
1204,8445130.0
1205,5920470.0
1206,8973758.0
1207,5021464.0
1208,12043380.0
1209,6939946.5
1210,6471720.5
1211,4982036.0
1212,6276341.0
1213,5903396.0
1214,5401335.0
1215,9751924.0
1217,12384348.0
1219,4939751.0
1220,5330155.0
1221,3788783.0
1222,6707511.5
1223,5348189.0
1224,8733200.0
1225,5053692.5
1226,5369440.0
1227,4729945.0
1228,6126629.5
1229,5650286.0
1230,6999815.0
1231,6081955.5
1232,6268978.0
1233,4820703.5
1234,5706871.5
1235,9889936.0
1236,4964109.0
1238,12633086.0
1239,9196494.0
1240,7637883.0
1242,7990363.5
1243,7362070.0
1244,5798677.5
1245,6458692.0
1247,5544896.5
1248,5471345.5
1249,6751447.0
1250,5130901.0
1251,4551386.0
1253,6941026.0
1254,5263114.0
1255,13035644.0
1257,4640814.5
1258,6328649.0
1259,4778125.0
1260,6214847.0
1263,5898268.0
1266,7751584.5
1267,8238790.5
1270,8058729.5
1271,6498503.0
1272,10730262.0
1273,11211344.0
1275,11737562.0
1276,5195756.0
1277,5896342.5
1278,9659916.0
1279,6457753.0
1280,5743882.5
1281,4653467.5
1284,6496177.5
1285,11446738.0
1286,4283085.5
1287,10190120.0
1288,8095442.0
1289,4939395.5
1290,8074184.0
1291,13146722.0
1292,20443900.0
1293,4124051.25
1294,12001442.0
1296,6535728.0
1297,5282881.5
1298,9246372.0
1299,8072496.5
1300,7992784.5
1302,5515984.0
1303,7341055.5
1305,3373652.25
1306,4930084.5
1307,9248522.0
1308,6316229.0
1309,5198591.5
1310,13583454.0
1311,6279216.5
1313,5588469.0
1314,5251368.5
1315,5562430.0
1316,6396872.5
1317,5661824.5
1319,16927792.0
1320,13827456.0
1321,7901691.0
1322,5439473.0
1323,5100672.5
1324,6932231.5
1325,12080990.0
1326,13042970.0
1327,5789052.0
1328,4927479.0
1329,8971582.0
1330,4675162.0
1331,5187385.5
1332,6797414.0
1333,9258276.0
1334,10621704.0
1335,8830894.0
1337,5219242.0
1338,5208343.5
1339,5313708.5
1340,10662018.0
1341,8872000.0
1342,6690967.5
1344,7866158.0
1347,4600946.5
1348,5899656.0
1349,6991796.0
1350,7971951.0
1351,4906623.5
1352,6800615.5
1353,7106005.0
1354,11695570.0
1355,6062511.0
1356,3478408.25
1357,5155391.0
1358,7835385.5
1359,7270962.0
1360,8271419.0
1361,5685442.5
1362,8556596.0
1363,9408640.0
1364,4420140.0
1365,4924811.5
1366,3527980.25
1367,7394716.5
1368,5308179.0
1369,6635892.0
1370,5236072.0
1371,7796470.5
1372,18333402.0
1373,28440582.0
1375,5326711.5
1376,12624938.0
1377,8961830.0
1378,6065493.5
1380,5143231.5
1382,16527832.0
1383,5308298.0
1385,5102371.0
1386,13364030.0
1387,10439346.0
1388,4446055.0
1389,4512537.0
1390,7468058.5
1391,5766289.5
1392,13256094.0
1393,5521102.5
1394,5170761.5
1395,7333034.0
1396,4209790.0
1397,5008267.5
1398,4658672.5
1399,10973824.0
1400,4305881.0
1401,4928347.5
1402,5933309.5
1403,8340705.5
1404,7067295.0
1405,11472386.0
1406,6324044.0
1407,5704687.0
1409,4640751.5
1410,5367833.0
1411,11047288.0
1412,10692198.0
1414,6005091.0
1415,6653955.5
1417,5293427.0
1418,9573838.0
1419,6200491.5
1420,4376298.5
1421,7683370.5
1422,4893406.5
1423,5852631.5
1424,9526568.0
1426,6448509.5
1427,5138577.0
1428,8362926.5
1429,5828837.0
1430,5538798.5
1431,9552368.0
1432,5983284.5
1433,5175206.5
1436,12465462.0
1437,4253230.5
1438,5937276.0
1439,5257242.0
1440,5808714.5
1441,6069928.5
1442,5918654.5
1443,6721732.0
1444,6213473.0
1445,5825050.0
1446,7210923.0
1447,8296533.0
1448,6561855.0
1449,5298118.5
1450,5960614.5
1451,7059087.5
1452,3858123.5
1453,5608792.0
1454,5897678.0
1455,6261040.5
1456,6648271.5
1457,6021312.5
1458,9050044.0
1459,5682960.0
1460,7599487.0
1461,4057666.5
1462,14604524.0
1463,4995238.5
1464,6682670.0
1465,4897684.0
1466,9062916.0
1467,8485016.0
1468,13179360.0
1469,5828498.0
1470,5441187.5
1471,4333152.0
1472,8125553.0
1473,10612800.0
1474,5668008.0
1475,7067840.5
1476,6037399.5
1477,11232658.0
1478,5699907.5
1479,5553421.0
1480,5225617.5
1482,6307593.0
1483,9404728.0
1484,4927696.5
1485,6009395.0
1486,11943834.0
1487,4770740.5
1488,5388848.0
1489,6732959.0
1490,5819709.0
1492,4577741.5
1493,6238819.0
1494,6670954.0
1495,38994160.0
1496,4856025.5
1497,6799771.0
1498,6800796.0
1499,10478944.0
1500,5347019.0
1501,5557303.0
1502,6488377.0
1503,5406652.0
1504,5875502.0
1505,6340547.5
1506,4837222.0
1507,6156238.5
1508,7132475.5
1509,4869695.0
1510,6271528.0
1512,12603284.0
1513,12031696.0
1514,5890067.0
1515,8700268.0
1516,6436092.0
1517,9366214.0
1518,8336025.0
1519,6964410.5
1520,4192980.75
1521,4791885.5
1522,7492434.5
1523,12631324.0
1525,6190096.5
1526,8058256.0
1527,24279374.0
1528,5998194.5
1529,13569652.0
1530,5760774.0
1531,10976688.0
1532,5417227.5
1533,7025733.5
1534,5128750.5
1535,4277877.5
1536,5900297.0
1537,4923481.5
1538,12152516.0
1539,6609664.0
1540,4639602.5
1541,5800628.5
1542,4305424.0
1543,6662256.5
1544,5433193.5
1545,8606888.0
1546,7952459.0
1547,5905318.5
1548,5841640.5
1549,5752456.0
1550,6879939.5
1552,6473808.0
1553,5470026.0
1554,5125802.0
1555,5988271.0
1556,7842253.5
1557,12520186.0
1558,7918133.0
1559,7725614.5
1560,6617661.5
1561,7834751.0
1562,5115937.5
1563,5983803.5
1564,5583279.5
1565,7246765.0
1566,5298136.5
1567,5833378.0
1568,6712420.5
1569,7987671.5
1570,7775958.0
1572,4319583.5
1573,5926432.5
1574,4315075.5
1575,5612547.0
1577,8436782.0
1578,13697922.0
1579,14280072.0
1580,5786233.5
1581,10837194.0
1583,5254797.5
1585,4868809.5
1586,14784696.0
1587,9554246.0
1588,11400742.0
1589,6121535.5
1590,5554199.5
1592,6713531.5
1593,11657258.0
1594,7462949.5
1595,40549288.0
1597,6695092.5
1598,4854044.0
1600,5835739.0
1601,6761087.0
1602,11562746.0
1603,7672352.5
1604,10216828.0
1605,6157525.0
1606,6508453.5
1608,8574118.0
1609,6146110.0
1610,7679798.5
1611,14456056.0
1612,6180637.0
1614,5655669.0
1615,4626444.5
1616,6710723.0
1617,4834994.5
1618,3446704.0
1619,4747146.5
1620,5067138.0
1621,10474352.0
1622,6582191.0
1623,5343325.5
1624,6028877.0
1626,9886446.0
1627,4298558.5
1628,4719846.0
1630,9457726.0
1632,9628578.0
1633,8449300.0
1634,12557616.0
1635,20977014.0
1637,5948650.0
1638,5939460.5
1639,10762814.0
1641,20454094.0
1643,8716352.0
1644,9289770.0
1645,4758916.5
1646,4846230.0
1647,7678203.0
1648,5491014.0
1649,4151125.25
1650,6620802.0
1651,6206653.0
1652,13488072.0
1653,6600013.5
1654,5687742.0
1655,9326310.0
1656,5510466.5
1658,12867252.0
1659,4580640.0
1660,4822090.5
1661,5493731.5
1662,5506381.5
1663,14592812.0
1664,6475156.0
1665,6127628.0
1666,6503027.0
1667,21088308.0
1668,5411991.5
1669,5022913.0
1670,7011072.5
1671,4655799.5
1673,6776807.5
1674,4824385.5
1675,8395216.0
1676,5347667.0
1677,11615466.0
1678,5500098.5
1679,6522792.5
1680,4028560.75
1681,11789462.0
1684,4783174.5
1685,7325343.5
1686,6760509.5
1687,5339300.0
1688,6739811.5
1689,14030166.0
1690,5198973.0
1692,6251496.0
1693,5714628.0
1694,5395393.5
1695,5457354.0
1696,20723232.0
1697,5908932.0
1698,9771006.0
1699,5657208.0
1700,11707568.0
1701,4333781.5
1702,6562836.0
1703,5458437.0
1704,5623653.0
1706,6279748.5
1707,8571870.0
1708,5586875.0
1709,16473246.0
1710,13186930.0
1711,5466194.5
1712,7372756.5
1713,6045317.5
1714,6984707.0
1715,6325087.0
1716,5793592.5
1717,5476689.0
1718,5152091.5
1719,12789278.0
1720,5429223.0
1721,5839008.5
1722,14447994.0
1723,5269859.0
1724,6875385.0
1725,5560287.5
1726,6664746.5
1728,5252317.5
1730,7103204.0
1731,7680744.5
1732,5550738.5
1733,4849888.0
1734,13748836.0
1735,6870914.0
1736,8131794.0
1737,4355910.5
1739,5561573.0
1740,6721600.0
1741,4648581.0
1742,13179174.0
1743,5125624.0
1744,9183688.0
1745,6759233.0
1746,12311712.0
1747,5488384.0
1748,7206359.5
1749,6014048.0
1750,5292121.0
1751,4831953.0
1752,9427228.0
1753,5459514.0
1754,10277462.0
1757,5022428.5
1758,9189234.0
1759,9706262.0
1760,6299415.0
1761,5083894.5
1762,3513817.5
1763,7151368.5
1764,4970988.5
1765,11558644.0
1766,7627176.0
1767,10187560.0
1769,22704488.0
1770,7324232.0
1771,10072582.0
1772,6963180.0
1774,5950244.5
1775,5854135.0
1776,5895590.5
1778,4787903.0
1780,12352072.0
1782,5414790.5
1783,4480001.5
1784,7080556.0
1785,7774171.0
1786,6804640.0
1787,4687240.0
1788,11557266.0
1789,9670266.0
1791,8691154.0
1792,6767161.5
1793,6810702.5
1794,9787446.0
1795,7521952.0
1796,5135231.0
1797,4023892.25
1798,6263075.5
1799,6798019.5
1800,6516181.0
1801,4258457.0
1802,6929121.0
1803,11275514.0
1805,4230687.0
1806,6138892.0
1807,5872172.0
1808,5666348.5
1809,11284696.0
1810,9355110.0
1811,5190128.5
1812,6730963.0
1813,5376176.0
1815,6518635.0
1816,5357136.5
1817,6753037.5
1818,18808678.0
1819,7336536.0
1820,6967310.5
1821,6231722.5
1822,12103126.0
1823,12440140.0
1824,4912698.0
1825,3706719.0
1826,6541220.0
1827,8588962.0
1828,6660222.5
1829,6144938.0
1830,6049868.5
1832,5604958.5
1833,6509083.0
1834,4690059.0
1836,6946814.0
1837,5688246.0
1838,10709462.0
1839,5256957.0
1840,10570788.0
1841,4785963.0
1842,8994034.0
1843,5149309.5
1844,5396761.5
1845,6882216.5
1846,6853490.0
1848,8653434.0
1849,9281754.0
1850,5180815.0
1851,5635480.0
1852,7999291.5
1853,34984104.0
1854,7392124.0
1855,4415600.5
1856,4703409.5
1857,7869520.0
1858,5009652.0
1859,5369024.5
1860,8198945.5
1861,12714844.0
1862,10578510.0
1864,5241540.5
1865,10170590.0
1866,5177161.0
1867,12493858.0
1868,6936808.5
1869,4802021.0
1870,4999970.5
1871,7062390.0
1873,4485476.0
1875,4640001.5
