id,random_forest_oof_predict
660,4740482.29969
661,5227820.85281
662,5512075.40262
664,22316960.4174
665,5654965.1711
666,11223584.6074
667,4911397.97554
668,4124622.12882
669,6318690.14109
671,6840912.0266
672,5483707.29162
673,6404940.70911
674,5286305.52402
675,5668942.94383
676,5875344.16475
678,6610418.78191
679,4994515.12314
680,5093878.77949
682,5921964.57744
683,7361657.60539
684,6491140.63918
685,7610134.46008
686,8975430.32984
687,12610647.1917
688,4967668.98842
689,6581373.56876
690,5946284.13804
691,5899480.22655
692,5372365.1478
693,8322887.81778
694,5174050.83916
695,13176442.8749
696,9736374.09029
697,5253649.20926
698,7122789.29829
699,12550839.7213
700,8398920.53465
701,5157404.70217
702,6148255.8933
703,3772980.41633
705,5223180.97493
706,9027784.63834
707,6216568.37925
708,7512930.72516
709,6127883.52921
710,4426879.83097
712,8867928.59298
714,5824323.66142
715,6430613.60698
716,5520210.92611
717,8824354.53553
718,9890903.13718
719,14118955.4738
720,5548290.46745
721,4249529.86399
722,12832495.0168
723,4955869.48688
724,6514501.29727
725,6131516.48114
726,6352261.4905
727,20492950.6254
728,5513996.67617
729,4983134.38116
730,5763982.86497
731,5050364.713
732,11691999.1645
733,6895580.78428
734,5851144.32783
735,6029667.15305
736,5140058.46749
737,8623827.68078
738,6278204.1111
739,5878466.37559
740,5264863.93278
741,13538597.363
742,5900701.55487
743,5079568.38363
745,5060002.11846
746,10297226.3494
747,8566104.98039
749,5894455.63613
750,9898369.69097
751,5198973.88369
752,6133871.1266
753,7173654.76901
754,6615845.49966
756,7546483.98301
757,11234748.6211
758,6294442.84808
759,4804842.35561
760,10426565.1102
761,6499197.51588
762,10331728.054
763,6119689.04291
764,5239858.0589
765,7670885.2702
766,5992084.60237
768,6668203.0955
769,5802743.69303
770,7301472.40149
772,8868451.13374
773,7083846.14665
774,8223053.62232
775,3716680.63242
776,7664182.13278
777,7297204.73346
778,5547883.9373
779,5198102.50371
780,7362097.09789
781,5920630.82279
782,10394427.749
783,8996463.76118
784,25607960.2743
785,5620164.81135
786,6521378.2549
787,16276319.853
788,4181731.83533
789,5985772.5077
790,6165679.93794
791,5837270.67974
792,6267307.82756
793,7418195.30389
794,6193337.21611
795,5605366.25633
796,5536976.49506
797,6493762.32331
798,6037171.30502
799,4983264.71303
800,6069511.2426
801,7402563.16372
803,10005990.1392
804,6138159.2679
805,10761554.0789
806,6624322.48258
807,6169475.95181
808,4954062.10472
809,11749970.0791
810,12769008.3824
811,31545483.9448
812,10781669.5949
815,7798684.15048
816,10296685.0294
817,4928343.774
818,5622768.37089
820,5489508.31052
821,5541448.83659
822,5032497.86671
823,6440295.62791
824,6557443.28248
825,8504225.38351
827,6070858.29205
828,6594641.68121
829,6435286.56776
830,5644663.57469
831,14329612.7058
832,9104019.698
833,5568290.92708
834,11808369.069
835,12350537.7509
836,5508207.95599
837,5188050.2407
838,6266390.97191
839,12514341.9076
840,7217466.45187
841,13723653.0445
842,10705524.0666
843,6170653.31194
844,5683574.28679
845,11547504.4832
846,6124294.01451
847,5812978.4916
848,6667292.23953
849,5001058.1728
850,5187414.22421
851,5363283.35775
852,5364112.45729
853,5583706.94729
854,6114806.38036
856,5233752.26373
858,5568372.57354
860,4237563.27663
862,9061197.09708
863,5406114.55328
864,5333505.91342
865,7593228.44872
866,4821368.83248
867,7633246.53522
868,6189716.4375
869,7365111.99724
870,14629366.6443
871,6238544.34187
872,11764888.9877
873,10689799.9473
874,10161404.9571
875,5980494.75169
876,8265875.94704
877,8557912.50175
878,29509675.689
879,5489902.65627
880,5827312.38917
881,8260176.59674
882,4937741.09144
883,7623681.80455
884,4016835.86243
885,6100055.07898
886,5851077.22261
887,5844541.4536
888,5043718.13346
889,5527457.30716
890,6136308.87138
892,5513811.71837
893,8385803.38528
894,12199495.9628
895,7607153.0631
896,5288478.46007
897,9658340.26263
898,5698626.51742
900,6477382.71023
901,5876882.79905
902,5207696.39043
903,6447756.05128
904,6286802.58557
905,5994092.97522
906,7807307.62593
908,6122736.89616
909,11185906.3056
910,6179051.70366
911,16432275.1722
912,4937516.57066
913,5656798.7372
914,8137687.48079
915,8922857.574
916,5478240.67969
917,7071348.50871
918,5996642.67846
919,9290629.19662
920,8135224.19029
921,7350481.00274
922,4945849.05274
923,5486460.73191
924,10247220.9861
925,5575720.15342
926,5651121.56008
927,11536117.3324
928,4861116.9154
929,6142915.23268
930,6889276.59876
931,6502985.92444
932,7387387.70402
933,7093999.29772
934,5737229.4027
935,4281520.32664
937,5247962.84479
938,24461737.8943
939,10349003.3388
940,7431676.0048
941,6346151.18775
942,14789404.0572
943,5859031.386
945,7471222.08582
946,5397004.04783
947,5329949.94496
948,5539868.8194
949,15805536.1594
950,4131688.3042
951,10343469.8297
952,12708353.3776
953,15578198.0334
954,5760320.06978
955,18512178.5517
956,37321995.2573
957,4924001.22239
958,6421233.33714
959,5051968.39698
960,5720283.66726
961,10333918.9122
962,10349838.135
964,6659230.70042
965,7246664.2993
967,7352775.67186
968,6689619.40482
969,8420981.4749
970,8273459.42476
971,21066025.8434
972,8509271.90416
973,4952555.6358
974,5626734.52018
975,7863727.17005
976,5564966.02567
977,6077066.64812
978,6354166.36098
979,6848866.02903
980,5046170.03684
981,19883592.6553
982,5975913.22536
983,5429268.98239
984,7660073.90417
985,9082468.10981
986,4925406.29702
987,9778989.5688
988,6694607.15684
989,7822227.05322
991,4945303.84355
992,7864041.96573
993,6491519.86665
994,4936064.86035
995,8630868.64792
996,10070499.107
997,8421714.23938
998,33610383.773
999,24995212.2092
1000,7819757.31388
1001,5432010.51296
1002,5639265.99615
1003,6662401.58723
1004,4974162.68569
1005,17260041.3993
1006,7701651.24793
1007,6426218.86906
1008,5893881.60141
1009,13632512.0615
1010,12599865.8036
1012,11218830.9421
1013,9904439.21858
1015,9029495.24852
1016,5317819.06648
1017,5416443.57483
1018,5695205.54527
1019,6622060.7934
1020,11166783.8696
1021,6190998.41685
1022,5323439.21335
1023,5711941.28215
1024,8857050.09693
1025,4959016.09185
1026,5007118.13361
1027,5451504.37023
1028,5600547.53124
1029,5335552.6528
1031,5358052.16166
1032,6396955.25562
1033,6067915.00986
1034,4141154.48937
1035,16602109.5605
1036,5645244.1539
1037,5590724.15427
1038,7282861.11156
1041,6332517.8741
1042,11214545.7026
1043,7641383.84948
1044,6046677.05303
1045,5436148.97437
1047,5622323.41448
1048,13175903.5273
1049,5075869.8658
1050,5743952.81842
1051,6332720.04216
1053,6338308.79139
1054,5103847.04297
1055,6095133.66014
1056,14493400.1819
1057,6551934.97409
1058,16728863.1086
1059,6047294.96987
1061,7661128.7113
1062,5547167.62023
1063,6059999.57227
1064,4453738.20026
1065,5313242.00725
1066,5787419.6931
1068,5014675.53859
1069,5451877.21734
1070,10096838.6067
1071,5524103.05127
1072,13228456.6547
1073,4007093.71466
1074,10522614.6485
1075,6072125.5068
1076,16901815.9411
1077,5473012.06138
1079,8376122.21083
1080,11702477.6826
1082,6398609.48741
1083,4910483.0321
1084,11262564.6047
1085,6068659.21244
1087,13984500.6707
1088,6390319.76675
1089,10342676.3489
1090,5519688.5228
1091,4977431.22732
1092,9780248.82542
1093,6703127.4173
1094,4983552.79028
1095,5563154.59562
1096,12746350.9834
1097,8399787.06568
1098,5578662.25552
1099,20708235.9454
1100,6979899.3449
1101,5455812.43503
1102,5720561.63614
1103,5250342.93852
1105,8150079.14674
1106,6361483.16321
1107,5915854.47021
1108,4969623.83099
1109,7413946.8884
1111,7648114.73432
1112,9056205.89429
1113,13400291.4979
1114,27679298.0759
1115,5114717.6581
1116,5836120.84013
1117,7723370.77519
1119,5972411.64241
1120,4903181.10964
1121,6639917.72094
1122,4863438.56522
1123,7597122.79644
1124,6419197.167
1125,22061256.3507
1126,17650710.943
1127,7544413.21648
1128,5446890.14788
1129,7382968.40833
1131,6047549.36808
1132,7629517.92107
1133,5315739.87068
1134,8702623.43181
1135,6414908.77933
1136,5702993.18953
1137,6366099.65483
1138,6055851.15657
1139,12711056.3879
1140,6774741.13058
1141,10967681.399
1142,5736489.95835
1143,7012825.43849
1144,5036457.46465
1145,5084044.93859
1146,6063768.13196
1147,9610041.64714
1148,5647755.41715
1149,7813674.568
1151,6091722.72982
1152,13665417.8104
1153,10693010.3742
1154,10189719.2805
1155,6153710.72242
1156,6615408.01867
1157,5666017.24939
1159,6099829.11766
1160,5732655.9943
1161,10947728.7115
1162,5595776.17638
1163,5979139.53607
1164,5911230.11356
1165,6417459.1159
1166,5315071.89897
1167,5749111.0811
1169,5084500.82285
1171,6157490.63111
1172,8006457.73935
1174,9798472.61948
1175,21524559.755
1176,5410162.27885
1177,12830157.0874
1178,4175285.81791
1179,8642603.12038
1180,7673610.14791
1181,20803957.3031
1182,19617184.0184
1183,8858113.5036
1184,27144163.2731
1185,4969546.59216
1186,6338762.70876
1187,10188152.3673
1188,5197851.54186
1190,10192447.417
1192,5082075.207
1193,6808464.64574
1194,9859311.91697
1195,9728659.48676
1196,7433173.01954
1197,11915922.6177
1198,8071719.48131
1199,8275990.86235
1200,8206063.41533
1201,24025547.671
1202,9178321.92846
1203,5752276.32205
1204,9404217.38437
1205,5598588.77191
1206,9110628.80098
1207,5476258.41915
1208,11872879.2638
1209,7654554.1244
1210,6170653.31194
1211,5771926.74101
1212,7375137.14306
1213,6053755.08773
1214,5332053.95541
1215,9159201.22842
1217,11746938.0144
1219,5787769.28107
1220,5593453.19849
1221,4162068.72849
1222,7342754.09259
1223,5812605.2369
1224,9662505.26899
1225,5537112.79878
1226,6088379.36273
1227,4930710.41751
1228,6438977.296
1229,5960018.24232
1230,5377657.4603
1231,6873753.45951
1232,8798005.85674
1233,4905398.48185
1234,5988496.37832
1235,10030426.3521
1236,5465727.06336
1238,10714529.327
1239,10172931.1142
1240,7681400.61417
1242,8108165.7937
1243,7665094.36538
1244,5859478.99189
1245,6068299.44675
1247,5703970.56519
1248,5576563.091
1249,6747058.90286
1250,5258475.76183
1251,5070338.38218
1253,7451266.98095
1254,5844569.28955
1255,14805378.6536
1257,4942516.47182
1258,7702147.01379
1259,4976799.02437
1260,6887747.21829
1263,8724762.44505
1266,9500388.63452
1267,8530079.48592
1270,8282085.39468
1271,6720228.56084
1272,12517691.4963
1273,12518721.5473
1275,10607040.9781
1276,5709552.32483
1277,7038995.22458
1278,10521862.3948
1279,5803290.62844
1280,6037693.3574
1281,4920025.98729
1284,6498819.58064
1285,11511483.9848
1286,5245064.1729
1287,9207007.05058
1288,6729326.39734
1289,5193235.83398
1290,8092817.33994
1291,13819766.003
1292,21498118.6357
1293,4266406.68753
1294,11835456.508
1296,6455018.8346
1297,5621049.20918
1298,10721887.1207
1299,7875779.19433
1300,7864345.99113
1302,5394209.46822
1303,7653948.93616
1305,4144545.56029
1306,6357247.72615
1307,10035646.1517
1308,6762923.07042
1309,5993642.26463
1310,15200576.103
1311,6320403.6299
1313,5283698.52977
1314,5583448.99539
1315,5974743.19251
1316,6371742.21934
1317,6248335.89713
1319,16696784.6281
1320,15097995.7244
1321,8763710.17979
1322,5657103.06971
1323,5465564.75025
1324,7077840.88662
1325,12613380.448
1326,12200644.9181
1327,5618799.22623
1328,5414704.04601
1329,9345178.48963
1330,5326136.28215
1331,5698937.06028
1332,7590066.15868
1333,9198787.10396
1334,10432355.7739
1335,8959270.68819
1337,6637167.25628
1338,5615283.88386
1339,5103096.4614
1340,10747945.5994
1341,8998872.9567
1342,6445987.43433
1344,9136780.53098
1347,4270822.27941
1348,6377081.78386
1349,7443034.83806
1350,7745823.1522
1351,5187970.23052
1352,7055170.02073
1353,6820228.76992
1354,11866794.6262
1355,6147837.56493
1356,3955262.95937
1357,6873334.73868
1358,8003636.97213
1359,7456253.17067
1360,8893010.93613
1361,5450965.77297
1362,8738547.17801
1363,9800050.57151
1364,4199310.34341
1365,5426769.87665
1366,4081479.68042
1367,9150150.38588
1368,5586262.24976
1369,7167802.72015
1370,5607741.49938
1371,9278443.37949
1372,19744805.8014
1373,27129615.9202
1375,5619349.00515
1376,12956374.9512
1377,10569753.4815
1378,5896882.10863
1380,5610023.71357
1382,15816600.2806
1383,5731703.78842
1385,6182247.91781
1386,13599268.8057
1387,11200689.9671
1388,4929251.0845
1389,5173587.91532
1390,7472025.40325
1391,5692169.63729
1392,12027095.6356
1393,5470490.03532
1394,5278416.22175
1395,7496150.58389
1396,5200358.71974
1397,4802835.75756
1398,4927333.37152
1399,11409364.1632
1400,4946367.63731
1401,5026076.60596
1402,5922718.54196
1403,8081411.29902
1404,7612338.85964
1405,9851834.92184
1406,5795814.01348
1407,7084439.73104
1409,4923418.28723
1410,6013594.60779
1411,13453342.3347
1412,8396843.67149
1414,6145879.02117
1415,6926230.54974
1417,5487158.71161
1418,10205941.7443
1419,6511781.55094
1420,4917721.56433
1421,7714430.89065
1422,5463130.58919
1423,6436431.70329
1424,9569547.72499
1426,5434005.91546
1427,5480358.52968
1428,8594873.13123
1429,5753892.59835
1430,5526191.97273
1431,8262270.15484
1432,6517388.95465
1433,5679934.07965
1436,11936757.5231
1437,5682462.62833
1438,5481456.51461
1439,5174066.53552
1440,6349089.87667
1441,6617040.04312
1442,5942944.78783
1443,7767433.57299
1444,6496522.58942
1445,6469358.16771
1446,7708298.0666
1447,9270740.3835
1448,6492516.74687
1449,5413215.02675
1450,6278161.85155
1451,6931255.20421
1452,4744935.34852
1453,6372331.56587
1454,5997873.45351
1455,5946112.80809
1456,6123626.25528
1457,6064564.0604
1458,9958320.4273
1459,7603667.53652
1460,7732847.36825
1461,4193411.16119
1462,15768506.4572
1463,5577647.61491
1464,6072248.0985
1465,5369901.56652
1466,9815659.27756
1467,8608327.7571
1468,13080967.2628
1469,6153604.30147
1470,4918799.64465
1471,5626043.02519
1472,8535165.68699
1473,11808948.0951
1474,5823659.42261
1475,8122504.38148
1476,7137238.63918
1477,12655121.7508
1478,5741717.10467
1479,5480233.0197
1480,5550749.06476
1482,6625496.29627
1483,8398978.88719
1484,5525202.52959
1485,5379038.91644
1486,12872981.5265
1487,4617976.56976
1488,6029101.07925
1489,6738423.90158
1490,5825696.72241
1492,4903773.61778
1493,7455598.10102
1494,6455909.23579
1495,36081870.6652
1496,5202346.76806
1497,6178245.59641
1498,6638920.55049
1499,13070171.98
1500,6523590.14755
1501,5605463.91323
1502,7193390.76361
1503,5732857.9611
1504,6481233.19024
1505,6126357.59723
1506,5281798.32259
1507,6205971.85209
1508,6763949.68531
1509,5696107.05338
1510,6860637.32753
1512,13887909.7735
1513,11666108.4233
1514,6884193.72656
1515,10671344.6117
1516,6525193.97129
1517,10557576.0859
1518,8855853.00394
1519,7392891.20468
1520,4913710.14067
1521,4950950.33815
1522,7652759.87524
1523,12906568.055
1525,6206458.80191
1526,9091332.78895
1527,26582989.2106
1528,6487013.81585
1529,14619263.7761
1530,5917370.63346
1531,11135763.48
1532,6033935.97106
1533,6802902.44971
1534,5430663.30823
1535,4960971.96789
1536,6679660.39117
1537,5613457.08559
1538,11804025.637
1539,7666472.53539
1540,5054052.01459
1541,6428527.62679
1542,4913613.60553
1543,6867609.5102
1544,5628935.34104
1545,8244457.0919
1546,8530276.88602
1547,6392387.72899
1548,5339154.37674
1549,6369445.43155
1550,6553083.90948
1552,6567327.0941
1553,5404812.82021
1554,5750213.50945
1555,6239087.82099
1556,8690293.22157
1557,11958988.8379
1558,8479657.19885
1559,8663474.31024
1560,6525256.87928
1561,8254180.42723
1562,5446587.53094
1563,5973687.97482
1564,5923439.37907
1565,7762738.06842
1566,5484040.84581
1567,6410782.87902
1568,7404862.20481
1569,7724144.66036
1570,8521486.38028
1572,4303254.32625
1573,7299155.39563
1574,4501856.11661
1575,5831133.53782
1577,8258857.6586
1578,14326989.9257
1579,16315802.1333
1580,5894180.41487
1581,10401841.3114
1583,5139372.05365
1585,5107420.79911
1586,14762258.4252
1587,10592286.2561
1588,10950526.9745
1589,6495398.75642
1590,6067399.38109
1592,7775389.30966
1593,12000396.5474
1594,7914636.96177
1595,33466091.1694
1597,6585603.54185
1598,6308320.74915
1600,5937896.85265
1601,6579271.46317
1602,13041579.1139
1603,9581111.38962
1604,11149636.217
1605,8432063.75271
1606,6705620.32785
1608,8248939.07478
1609,6490801.59295
1610,7160006.27241
1611,11566224.6095
1612,6750409.76584
1614,6469888.29602
1615,4939960.72978
1616,6466859.44619
1617,5401182.72929
1618,3961531.19035
1619,5267319.55468
1620,5383135.71066
1621,11413726.3277
1622,6841797.90075
1623,5380698.14908
1624,5564440.48209
1626,10882285.1184
1627,4016043.03257
1628,5008654.15854
1630,10535795.762
1632,9271652.41041
1633,8773755.4006
1634,12427973.1053
1635,24047813.6408
1637,6545094.2727
1638,5803516.59496
1639,10642776.3731
1641,19833029.3255
1643,9311755.89895
1644,9139410.74493
1645,5113632.96052
1646,4972382.90808
1647,7853900.24116
1648,5709415.2683
1649,4265319.33165
1650,6386662.00563
1651,6394656.22867
1652,12801667.2545
1653,6174495.09052
1654,6508256.08057
1655,9424250.72793
1656,6076352.52732
1658,13649122.3974
1659,4922916.52274
1660,6171773.15243
1661,5602334.46989
1662,5209180.40894
1663,13167879.3987
1664,6630169.34363
1665,5565710.46676
1666,7021326.6067
1667,20282016.0557
1668,5800136.34489
1669,4944583.67861
1670,7468214.34116
1671,4941918.09383
1673,6370939.50563
1674,5139471.85962
1675,8523873.5497
1676,5534565.50151
1677,12161083.6816
1678,5458949.3251
1679,8144356.16246
1680,4241475.24782
1681,12001005.2969
1684,5478934.00703
1685,8509757.25126
1686,6533003.63545
1687,5734652.53196
1688,7622925.48034
1689,13601921.1811
1690,5162418.09672
1692,5885072.40326
1693,6160123.40486
1694,5628184.79576
1695,5503018.06445
