extratrees_oof_predict,id
5953485.25921,769
6984902.78452,770
9292790.56208,772
6687839.34279,773
8205046.8758,774
3869684.41893,775
8092573.03741,776
7453795.47631,777
5882539.22793,778
5237600.00278,779
7255632.93561,780
5621666.91441,781
10578230.9286,782
8910208.11556,783
23044852.7805,784
5929554.27147,785
6386092.3963,786
17808369.6944,787
4414021.05733,788
5725120.34812,789
6161436.54467,790
6005006.33778,791
6055978.53684,792
7768479.59184,793
5877671.21068,794
5726327.90999,795
5465734.23674,796
6303648.99094,797
6212006.532,798
5131853.2125,799
5906276.14447,800
7672788.51545,801
9934026.39319,803
6279903.77407,804
10797569.1888,805
6583482.31638,806
6063072.40833,807
5005232.66028,808
12098709.072,809
11379500.025,810
32677917.7078,811
9762162.02501,812
7822866.66836,815
10329117.281,816
5119468.97819,817
5483279.2143,818
5528744.51769,820
5644462.11503,821
5228948.76203,822
6403645.12053,823
6435870.3983,824
8083613.89367,825
5802370.19655,827
6184157.68197,828
6509051.04462,829
5694329.99845,830
13620941.2275,831
9463905.93185,832
5557223.09725,833
11376664.2353,834
12840717.5685,835
5375491.34798,836
5223404.23022,837
6052832.02744,838
11881666.819,839
6714749.84715,840
12468854.4621,841
11342681.0625,842
6128660.35076,843
5669603.54315,844
11078999.0236,845
5637181.80857,846
6046766.12824,847
6593780.55104,848
4940385.25399,849
5337251.42286,850
5560398.30534,851
5543711.50906,852
5702051.17173,853
6168228.43705,854
5532838.80206,856
5693746.79329,858
5036492.54265,860
9294339.68072,862
5322408.14795,863
5720701.72787,864
7796409.08508,865
4935311.9125,866
7884029.95021,867
6266112.82069,868
7484505.27759,869
12674366.7858,870
6245889.41341,871
11508900.6612,872
10727029.6554,873
9340673.2576,874
5914609.7145,875
8049975.10287,876
8424090.43107,877
24605801.792,878
5504813.91616,879
5901427.08831,880
8297318.8687,881
5107932.95314,882
7938920.32353,883
4750639.28307,884
6116419.57879,885
5957962.05238,886
5765709.36985,887
5736263.21291,888
5581030.05342,889
5968706.82104,890
5917110.30866,892
8392528.36831,893
11571803.6753,894
7598378.49013,895
5076645.34468,896
9368189.33335,897
5680638.82147,898
6385252.95102,900
6671035.68395,901
5285503.78858,902
6379469.792,903
6098213.54928,904
6050243.53868,905
7342286.41367,906
5891440.41312,908
10437778.2361,909
6110835.63651,910
15526099.1851,911
5109874.95008,912
5695568.48291,913
8808625.01029,914
8784852.20731,915
5488625.25849,916
7238518.56165,917
6162697.06901,918
9525559.95732,919
8145920.37709,920
7493764.25184,921
5037307.05919,922
5808276.51766,923
9655294.20861,924
5426809.30389,925
5670261.77742,926
11174914.5778,927
5040510.7449,928
5831565.7632,929
8280422.751,930
6222375.32772,931
7549177.05693,932
6593320.11934,933
5842103.54021,934
4576585.22212,935
5643327.10403,937
23112722.4745,938
10918832.8248,939
7467863.44649,940
6106793.22795,941
13571640.8186,942
6113787.74638,943
7872807.66351,945
5407614.04205,946
5784785.56421,947
5662083.20751,948
13069953.0947,949
4656982.94709,950
10186102.1717,951
11712645.5952,952
14471328.6664,953
5716599.02847,954
18457470.7373,955
32793249.1636,956
5002887.82962,957
6262590.34131,958
5225680.52878,959
5829394.55401,960
9341588.7832,961
9302062.19394,962
6670333.21421,964
7308289.91479,965
7234660.38185,967
6359876.01433,968
8668543.4348,969
8269171.34326,970
21391458.1849,971
8722109.5521,972
5162429.73617,973
5602017.97688,974
8214179.93172,975
5686576.84056,976
5578832.02102,977
6454688.11773,978
6861659.8649,979
5192734.75588,980
20048834.8525,981
5746264.67418,982
5476786.40348,983
7042775.52034,984
8087429.80826,985
5056707.99505,986
10133321.4202,987
6755285.38548,988
7572506.86444,989
5136646.33088,991
7959228.03002,992
6183420.07885,993
5007902.05864,994
8180486.77814,995
10087556.0035,996
8316234.33217,997
25689042.2123,998
22221471.9135,999
7912124.96619,1000
5493951.61061,1001
5705013.74279,1002
6639206.94892,1003
5133825.65447,1004
15860176.288,1005
8094659.83195,1006
6266704.00184,1007
6119306.81226,1008
14385439.9638,1009
12544991.9733,1010
11106909.3457,1012
10476282.5492,1013
8400035.24788,1015
5629243.86237,1016
5863097.19869,1017
5672283.01689,1018
6314543.11675,1019
10943948.8614,1020
6084535.26717,1021
5631932.41856,1022
5817148.23664,1023
9763809.04815,1024
5190486.97186,1025
5423098.62872,1026
5566750.3066,1027
5424528.61381,1028
5516414.12845,1029
5498581.78979,1031
6077862.58739,1032
5793802.79429,1033
4376006.37043,1034
16526844.1881,1035
5681062.57991,1036
5670712.31846,1037
7074247.3659,1038
6135221.19106,1041
11571587.5806,1042
8239618.4717,1043
6112120.3011,1044
5794119.97941,1045
5678743.03816,1047
14432266.9146,1048
5120003.59203,1049
5898307.45274,1050
6309938.52946,1051
6057872.06206,1053
5308723.87351,1054
6316301.73225,1055
13249759.6658,1056
6736547.72503,1057
17974916.1257,1058
6210695.82882,1059
7153397.68533,1061
5487586.73179,1062
5956665.74273,1063
4892507.27905,1064
5421457.4262,1065
5750069.51916,1066
5187348.37152,1068
5467517.45212,1069
9276156.26938,1070
5593110.85869,1071
13872445.9277,1072
4619915.49444,1073
9703766.26294,1074
6161733.79724,1075
17134676.9818,1076
5862075.01043,1077
9443655.17677,1079
11077072.6135,1080
6404207.13748,1082
4961597.50276,1083
11188183.9717,1084
6192336.21337,1085
13624265.6589,1087
6456330.75119,1088
10275916.9055,1089
5619272.92668,1090
5165083.43552,1091
9670453.98109,1092
6831244.72766,1093
5176956.71214,1094
5882825.51783,1095
14017928.8144,1096
8020833.71432,1097
5592956.60033,1098
19268246.4064,1099
7176574.30634,1100
5429357.37636,1101
5740565.12489,1102
5364073.28863,1103
8010726.61032,1105
6156569.4672,1106
6124004.46702,1107
5049559.3243,1108
7628558.68873,1109
6848595.41121,1111
8241048.81942,1112
12960584.0954,1113
30599172.4008,1114
5210977.86153,1115
5836238.38642,1116
8043286.34855,1117
5702216.50164,1119
5039916.34299,1120
6673844.53533,1121
5082192.26729,1122
7781329.50742,1123
6344804.93196,1124
23367037.0578,1125
18245457.6053,1126
7844861.93582,1127
5423447.05646,1128
7158881.27555,1129
5822668.94396,1131
7375130.56142,1132
5336534.58905,1133
8931833.28725,1134
6328538.56599,1135
5861789.16953,1136
6243955.59442,1137
5852677.91616,1138
12459277.9757,1139
7071395.74998,1140
11089675.7075,1141
5692696.98044,1142
6864005.31379,1143
5126947.16693,1144
5308267.85325,1145
5980074.57201,1146
9162823.58804,1147
5695125.26067,1148
7525236.5865,1149
6487670.69647,1151
12807467.5776,1152
9953363.31808,1153
9273817.38958,1154
5921110.09291,1155
6384604.34926,1156
5478524.03766,1157
5939466.59064,1159
5772004.47396,1160
11357236.8716,1161
5579688.94431,1162
6077230.90487,1163
6009684.39689,1164
6254053.47845,1165
5333404.35272,1166
5739949.61242,1167
5200394.23709,1169
6391816.41632,1171
8436543.17602,1172
9063272.04944,1174
21230883.1234,1175
5352387.08564,1176
11460710.9947,1177
4285957.33369,1178
8523258.87113,1179
7433334.6357,1180
20255596.9339,1181
17754041.0054,1182
8597457.56262,1183
27301137.6757,1184
5086941.97067,1185
6490441.07792,1186
9877243.7067,1187
5508883.65683,1188
11750485.433,1190
5195092.93429,1192
7298213.11611,1193
9981144.02673,1194
10615227.0988,1195
7285998.25839,1196
11750618.5027,1197
8091641.54829,1198
7962921.27272,1199
8688841.50181,1200
24513106.0639,1201
9416525.90101,1202
5746930.39391,1203
9040686.81205,1204
5615363.54789,1205
9251776.1967,1206
5577739.38809,1207
11504451.3869,1208
7728180.22611,1209
6159425.38806,1210
5996541.23414,1211
7789747.37065,1212
6086187.48304,1213
5411594.75475,1214
7936880.34832,1215
11376152.3574,1217
5538656.66977,1219
5649833.71937,1220
4180769.65619,1221
7362295.21309,1222
5913331.23432,1223
10523639.0887,1224
5893980.65556,1225
5750335.14723,1226
5063717.78317,1227
6186084.96026,1228
5881051.99731,1229
5757028.31624,1230
6869260.28948,1231
7928276.01965,1232
5050545.27254,1233
6065904.50108,1234
10619745.7155,1235
5501111.83856,1236
10258014.301,1238
9552262.81869,1239
7497649.49445,1240
8783245.57705,1242
8443040.56085,1243
5990516.82138,1244
6323879.29404,1245
5529713.12881,1247
5566094.61442,1248
6921018.41458,1249
5315190.96301,1250
5137808.42739,1251
7262378.23773,1253
6035117.94412,1254
14408308.6998,1255
5067058.97689,1257
7154119.60333,1258
5046901.98255,1259
7796263.37758,1260
8735473.88423,1263
9519183.68642,1266
8277565.41578,1267
8092633.25225,1270
6820424.48149,1271
12955169.908,1272
11766273.4513,1273
10992416.3612,1275
5786948.76388,1276
7380586.57082,1277
10161894.4169,1278
6190450.34247,1279
5687680.73332,1280
4999219.15257,1281
6738613.44229,1284
11151372.077,1285
5115581.73589,1286
10019196.3769,1287
7039501.45117,1288
5418124.09513,1289
8013250.7619,1290
14191935.5426,1291
21426035.9161,1292
4466902.63016,1293
12139179.6693,1294
6172511.44019,1296
5637441.46948,1297
9345517.71799,1298
8746051.24885,1299
7735222.61594,1300
5630701.33705,1302
7823515.67737,1303
4079955.45117,1305
5990470.03687,1306
10195226.2847,1307
6785157.60433,1308
6111802.92399,1309
17086932.9503,1310
6167383.53347,1311
5859476.69093,1313
5662469.57141,1314
5741602.96636,1315
6541159.81071,1316
6205716.77034,1317
14584573.7537,1319
15079086.4118,1320
8400306.03263,1321
5525706.04333,1322
5406450.10113,1323
7004231.90285,1324
11934666.7717,1325
12090144.3655,1326
6056200.80021,1327
5469887.1397,1328
9995318.66809,1329
5326468.50054,1330
5563360.0606,1331
7003426.5389,1332
9126260.96227,1333
10863818.469,1334
9086270.61779,1335
6283480.23312,1337
5610951.31829,1338
5227845.9752,1339
11184781.9653,1340
8883549.66649,1341
6313118.80922,1342
8191253.22426,1344
4670432.35712,1347
5907842.71285,1348
7499712.99224,1349
7679128.13869,1350
5279238.06626,1351
7382238.79233,1352
7060385.32771,1353
11741855.0892,1354
5949634.62318,1355
3986610.80269,1356
7079592.06462,1357
7899329.38543,1358
7503433.27158,1359
8729505.42446,1360
5440982.08803,1361
8363519.62004,1362
10186617.3614,1363
4917814.4629,1364
5536655.1149,1365
4351886.04492,1366
8993584.46418,1367
5838159.29227,1368
9583178.02073,1369
5760152.85285,1370
9433218.39998,1371
19892367.4656,1372
24049541.395,1373
5804233.71374,1375
12953997.9096,1376
10073680.8141,1377
6141700.3122,1378
5772933.63681,1380
15453205.5231,1382
6019575.4591,1383
6174230.6564,1385
13432965.1496,1386
11169873.2868,1387
5037916.30935,1388
5358511.34233,1389
8253673.93616,1390
5920049.50565,1391
12088078.8414,1392
5711516.03856,1393
5642956.94665,1394
7633589.40086,1395
5393479.38987,1396
5160839.45521,1397
5041612.90933,1398
10621407.486,1399
4982496.1051,1400
5050347.82552,1401
6028739.45443,1402
8399379.89171,1403
7354992.35651,1404
8882544.11891,1405
5739843.57061,1406
6980666.33627,1407
5088159.26652,1409
5611537.35947,1410
12084298.2181,1411
8160650.28152,1412
6253961.90313,1414
7405456.82097,1415
6046800.67214,1417
10442775.9961,1418
6342507.84741,1419
5085117.28543,1420
8155490.23601,1421
5851434.38609,1422
6301006.66426,1423
9181358.83934,1424
5793416.42594,1426
5728376.87775,1427
8085776.15827,1428
5839404.45973,1429
5978997.86724,1430
7586788.00128,1431
6126035.90739,1432
5747610.66559,1433
11582652.6735,1436
5734253.8135,1437
5865678.39819,1438
5422812.90084,1439
6164068.74981,1440
6532029.98389,1441
6115467.52305,1442
7188647.36672,1443
6424925.94778,1444
6226650.95446,1445
7921683.39447,1446
8869262.58981,1447
6627999.13778,1448
5370264.8154,1449
6177679.0912,1450
7889644.55439,1451
4908693.20755,1452
6273916.48059,1453
6217125.0552,1454
6134009.11719,1455
6100216.40119,1456
6336126.55205,1457
10163996.2621,1458
7586644.09754,1459
7927666.86637,1460
4484455.74502,1461
15175893.9116,1462
5442469.68621,1463
6479207.13972,1464
5274546.44412,1465
10083791.8782,1466
8372679.97435,1467
12995025.2447,1468
6014623.76925,1469
5078562.0423,1470
5700827.21473,1471
8301519.70563,1472
11827337.0943,1473
6096483.5046,1474
7895301.76825,1475
7304602.94235,1476
12065732.666,1477
5870292.48736,1478
5641237.24744,1479
5461357.93884,1480
6451077.91237,1482
7550549.25529,1483
5346388.37651,1484
5773216.59233,1485
12795148.1482,1486
5011268.78044,1487
6042205.58169,1488
6457889.63032,1489
5929654.12347,1490
5010118.37514,1492
7580849.88577,1493
6228892.76522,1494
28224937.8088,1495
5289206.61518,1496
6094000.59225,1497
6571019.86083,1498
11082107.5636,1499
6046947.89784,1500
5653025.84926,1501
7369046.66236,1502
5971672.63074,1503
6583695.20236,1504
6169448.3632,1505
5323459.59046,1506
5989006.45773,1507
6546291.33528,1508
5868630.86726,1509
6213292.15479,1510
12618817.6512,1512
11086597.2422,1513
7191246.88369,1514
9770697.74529,1515
6543579.37671,1516
10768467.2195,1517
9237867.3511,1518
7627503.6056,1519
5578662.85259,1520
5015660.18404,1521
7810077.7071,1522
13140291.0708,1523
5935981.34433,1525
9021785.79918,1526
27160902.4359,1527
6163339.76164,1528
13557435.4516,1529
6074179.1901,1530
11181323.0239,1531
5620990.70843,1532
6880429.3225,1533
5163649.68182,1534
5062128.41055,1535
6580961.31943,1536
5641959.23063,1537
11315624.8518,1538
7160843.22174,1539
5085606.41105,1540
6043928.01409,1541
5048697.96097,1542
7414158.90731,1543
5649992.27682,1544
8741492.2195,1545
8099659.25809,1546
6222831.93919,1547
5542592.92639,1548
6192362.84423,1549
6624766.98565,1550
6652982.8817,1552
5399025.56176,1553
5578940.24893,1554
5935497.12083,1555
8369072.67855,1556
12087462.1649,1557
8225463.24818,1558
8679139.35235,1559
6442285.70106,1560
8302521.64343,1561
5372794.88624,1562
6270670.89128,1563
5747677.49119,1564
8159449.05803,1565
5804139.58751,1566
6309146.67975,1567
7048067.74319,1568
8284375.35572,1569
8400079.03767,1570
4528951.30266,1572
7881695.555,1573
4960826.75522,1574
5901769.69877,1575
8082474.3564,1577
15958096.2567,1578
14520809.9385,1579
6132464.26178,1580
10807289.3163,1581
5584308.83334,1583
5215734.4411,1585
15874641.1566,1586
10458778.6488,1587
11225011.2668,1588
6515698.12973,1589
6055772.84389,1590
7751692.10015,1592
11076734.4739,1593
7917854.14151,1594
39796716.2587,1595
6694256.60293,1597
6088672.01408,1598
6075796.12948,1600
6383601.75822,1601
13512212.0369,1602
8482766.21837,1603
11369778.7961,1604
8348694.40855,1605
6642072.2819,1606
7700936.02369,1608
6172387.44364,1609
7080869.86698,1610
10615396.0102,1611
6673243.67156,1612
6412330.51236,1614
5122158.92255,1615
6357630.58546,1616
5346311.88805,1617
4089825.33885,1618
5728145.99436,1619
5660643.65192,1620
10971445.5056,1621
6877495.17018,1622
5663559.47118,1623
5557771.06906,1624
10554921.8564,1626
4865389.017,1627
5230133.54591,1628
10275070.8949,1630
9699205.99851,1632
8243848.20877,1633
11561492.902,1634
20889772.4075,1635
6388987.88985,1637
5863147.21247,1638
10373907.5467,1639
18876347.903,1641
8976880.59225,1643
9134039.96315,1644
5324309.51282,1645
5182312.25977,1646
7956399.42735,1647
5738508.88286,1648
4505049.07367,1649
6407763.90059,1650
6374714.12978,1651
11215832.8878,1652
6113147.4646,1653
6268512.12345,1654
8804511.98985,1655
5693461.16772,1656
14909502.7908,1658
4720162.94695,1659
6171661.99497,1660
5666771.53951,1661
5454713.02589,1662
13330965.0585,1663
6770106.46288,1664
5948373.36393,1665
6737829.51378,1666
19709063.7962,1667
5832454.54099,1668
5924169.24078,1669
8172147.32456,1670
4997280.85919,1671
6334716.92888,1673
5276999.66104,1674
8299388.80092,1675
5488496.57371,1676
12330346.4434,1677
5569022.93705,1678
7629176.02779,1679
4557141.09702,1680
11260013.7335,1681
5344634.8606,1684
8224945.11744,1685
6491556.6254,1686
5909142.02222,1687
7530896.72151,1688
15286655.438,1689
5326091.02783,1690
6209128.68575,1692
6132195.38432,1693
5554606.68406,1694
