id,ridge_oof_predict
258,5101783.11564
259,6442124.91951
260,3325303.34522
261,5484300.06977
262,5747266.96615
263,15590621.6905
264,4923849.48206
265,12551123.8566
266,6396593.83051
267,4365092.36834
268,4741589.23966
269,5157617.63936
270,5391753.91134
271,9789993.96969
272,4369464.79674
273,5376030.90197
274,5164413.43133
275,6457741.60524
277,5978976.06249
278,5035431.51332
279,16958396.7349
280,9663992.24493
281,12074639.9375
282,5172303.12112
283,5045098.33094
284,5573673.26385
286,5427618.53313
287,9030798.20932
288,5816783.69426
289,4969052.68444
290,6238421.92745
291,5623178.46986
292,3922674.40018
293,3909264.3124
294,12548945.0861
296,6098403.76828
297,7487510.10949
298,17589918.3663
299,7503904.18998
300,5013664.44814
302,6101661.05914
304,4103335.66838
305,7215275.07646
306,7209187.32341
307,7757202.36144
308,7874093.35032
309,11150370.5332
310,6133900.68673
311,5612877.96505
312,14224733.3219
314,2371436.31055
315,4279690.67188
316,4732566.15032
317,8630743.70628
319,8965243.48489
320,7408943.35305
321,4079242.13705
322,6432862.81326
324,6406753.78087
325,5656930.09428
326,10347193.0944
327,7000479.39247
328,9509240.59495
329,14655584.98
330,5884874.03367
331,6932728.17038
334,5088592.9165
335,10961152.316
336,6545117.82934
337,5749992.90488
338,7648364.75712
339,4785303.52134
340,5962179.15371
341,5490940.30709
342,6015783.49846
343,5844659.09281
344,2310386.1057
345,4489396.55715
346,4822764.71886
347,8513246.1161
348,5786327.91534
350,6375543.0746
351,10012021.2641
352,12318879.7898
354,5869565.76943
355,8851938.14461
356,7379679.44148
357,11266183.3428
358,5334976.5392
359,6989238.18895
361,4413850.19163
363,12558251.0847
364,4195551.28681
367,7938449.36884
368,8416069.06492
369,5297377.69481
370,3097714.15203
372,6881708.50274
373,8912560.73522
376,4620607.86416
377,4562350.38818
378,11952461.6057
379,11456592.672
380,4825420.23961
381,4500337.72742
382,6651433.65735
383,6021477.37919
384,4349609.83993
385,6944773.83189
387,6020985.1155
388,9044315.25185
389,5578424.57673
390,5733977.23082
391,6388394.15877
392,5489117.88316
393,4551009.67928
394,9763207.95109
395,8476787.70687
396,5400245.15833
397,9521049.17096
398,3567136.44755
399,4036618.19417
400,8430843.3281
401,7624605.30815
402,4439861.32077
403,4928981.24286
404,2722837.82998
406,5418580.76544
407,8370820.71113
408,5752919.11682
409,5266777.48277
410,12493338.9538
411,4531367.72643
412,8195118.86298
413,9645451.09792
414,5249152.94024
416,4722522.4462
417,2471049.53808
418,5531106.33505
419,7854770.49589
420,9687768.49383
421,4083043.26023
423,9367359.77041
424,4781621.91217
425,9137340.98664
426,5401449.42372
427,3064137.86006
428,15786800.7158
429,5822127.56583
431,8174351.19499
432,6492447.18294
433,4472153.24558
435,11512774.8208
436,13024720.3306
437,5202718.86378
438,9837709.14316
439,8356538.03927
440,10151665.6876
441,4778625.41952
442,24128525.4903
443,4515244.44783
444,5600578.79933
445,5028974.96961
446,6414292.7629
448,5807752.01003
451,6977198.56456
452,5927789.4996
453,4466737.37834
454,5401071.71566
455,23980149.4021
456,10968301.8446
457,5755665.6895
458,5059876.53399
459,5165997.57794
460,5403290.96425
461,12410920.4782
462,6314402.10091
463,4122913.95104
464,7570923.73274
465,5268221.36632
466,6138585.61224
467,11649137.4553
469,4369516.90261
471,8347612.96724
472,5931473.12194
473,3168148.91503
474,7000228.95278
476,6195778.68349
477,6415412.11873
478,4560672.53424
480,4644253.57354
481,11986585.1257
482,5572642.14543
483,4926564.82416
484,4804312.8815
485,6235971.4126
486,5003835.96932
488,8946052.61978
489,6141899.42232
490,10826592.5919
491,6118596.34328
492,15229884.2533
493,4199529.35409
494,4661088.44012
495,5704051.41414
496,8180005.67637
497,3413381.58494
498,12018317.4288
500,6067044.57989
501,6621531.504
502,5675344.66612
503,14112848.4701
505,3617122.59483
506,10589142.0431
507,6461977.03249
508,6831304.72139
509,6537462.35372
510,13264398.1275
511,13110263.8769
512,4721276.22651
513,10335862.6491
514,9448028.35122
515,5143972.07386
516,7312093.63768
518,7242496.9682
520,2418627.13556
521,6694659.81046
522,5866166.95086
523,6847795.81814
525,6502452.13316
526,5859025.42363
527,7778687.29935
529,4157684.09981
530,6477826.97738
531,5031541.43094
532,4110049.80401
533,7070447.41232
534,8795584.87595
535,5284716.51077
536,12780977.283
537,5297632.9092
538,5572090.69557
540,5156960.30169
541,7154341.6384
542,13300393.8772
543,5969805.20473
544,4994164.24232
545,8672214.78926
546,7263120.50505
547,13037957.0542
548,5527081.03129
549,4724203.20993
550,5095767.59588
551,4895170.25164
552,4739081.62647
553,5788978.27814
554,4565801.16611
555,7107587.31984
557,3729915.08308
558,6855405.35845
560,10135112.6192
561,6450368.31352
562,9568994.70015
563,7345649.66587
564,6414897.28244
566,4656836.18109
567,6269043.3705
568,12786054.0117
569,4423799.15903
570,9378489.49358
571,3964710.10013
572,5823141.16556
573,9720666.04626
575,5687898.41262
576,5226113.32798
578,4833003.79841
579,5605411.48005
583,7199019.04104
584,3586332.70077
585,5675332.21403
586,3348526.43381
587,5057802.59551
588,4537814.89925
589,6870248.24671
590,5074281.40141
591,7206234.67063
592,4407862.16524
593,9497366.13913
594,4332155.41397
595,3310554.38318
596,6005934.40988
597,8243558.02852
598,7156570.05139
599,12503384.7427
600,5588822.66221
601,4504468.96899
603,4026774.72708
604,6934701.08269
605,6931060.33402
606,9339915.87231
607,22454729.4042
608,8449968.46566
609,7047314.80581
610,5082347.06738
611,4241640.87028
612,4799987.78779
613,16163188.2531
614,5310241.5281
615,6023282.93412
616,8606628.862
617,4480486.32516
618,8681591.54197
620,5811904.9871
621,3980635.29703
622,7963759.10309
623,3377132.59556
624,7554827.99235
625,16671257.2783
627,13045847.6371
628,5359916.494
629,3829580.01098
630,5551409.00245
631,6784855.79313
632,18880608.2473
633,5094973.33719
636,5499645.32336
637,5194196.81412
641,2957136.6632
642,9486909.84539
644,9017510.76657
645,6163996.72317
647,4425340.89198
650,13896047.926
651,8247484.26858
652,12307359.8865
653,6463798.00208
654,2866609.67238
655,5779219.40667
656,4504664.05129
657,4451249.21676
658,10821179.6441
659,13705078.4852
660,6475835.98033
661,5192119.46496
662,5368066.39651
664,18036827.4969
665,4033991.51888
666,10301502.3411
667,4536876.63689
668,2991840.40141
669,5300713.06855
671,9122120.91974
672,5313985.12997
673,6875478.64413
674,6550263.70521
675,5895874.96038
676,5767644.83677
678,6427056.28918
679,4442218.24714
680,4923374.77397
682,5919346.85732
683,7384050.77924
684,6955819.34434
685,7602934.16671
686,8666659.34417
687,11414184.6647
688,4181953.5631
689,7124641.24696
690,5099469.07052
691,5557902.84549
692,5161217.79596
693,8437791.8667
694,4943473.69147
695,10547756.2201
696,8480795.7999
697,4505926.50257
698,6788803.4187
699,10760537.5836
700,8671226.95103
701,4820716.92632
702,5777319.77842
703,1645404.70408
705,5190743.85965
706,8544637.14618
707,5485093.05082
708,7390646.71735
709,5035275.94752
710,2949837.89773
712,8317595.83743
714,5719979.59477
715,7728152.53792
716,5215335.87729
717,9220856.99072
718,9813139.6451
719,12384013.2858
720,5066807.58921
721,2397046.53464
722,12353063.3675
723,4288885.79957
724,7376739.01418
725,5980897.0958
726,5802452.42843
727,11536232.7569
728,4884101.90888
729,4486567.95233
730,5021996.45538
731,4482820.76248
732,11147447.8875
733,7477683.85712
734,4142434.19775
735,5748303.23761
736,5886267.65403
737,8532778.038
738,6165319.9669
739,4553566.99233
740,6977503.13054
741,14605373.0938
742,5481072.16001
743,4322383.7232
745,4473885.94072
746,8148929.4694
747,7015202.65149
749,4932806.17072
750,10490133.0397
751,4637488.80157
752,5234231.03872
753,10771969.4081
754,6718436.67274
756,6625426.74159
757,10788721.8507
758,7646632.59043
759,4953249.16055
760,8962568.08823
761,6270735.9548
762,10572396.2693
763,6207774.1977
764,5475674.74553
765,7319476.77078
766,6114743.88121
768,7380495.72726
769,7744706.68951
770,5387896.19187
772,7535677.90823
773,6334550.76094
774,6751990.35719
775,1671551.41055
776,8271766.98667
777,6498076.49145
778,5934711.13958
779,3780816.98126
780,7088365.61963
781,5468991.58211
782,9645823.10566
783,7779871.35223
784,24539188.5055
785,5510572.81124
786,7368580.61812
787,16294484.7442
788,2632117.86936
789,5380488.46555
790,6326023.35209
791,5234588.94655
792,5388510.72642
793,7248264.63054
794,5706852.61896
795,5918329.28997
796,4287170.47768
797,8713213.99612
798,5549782.60382
799,5117908.02601
800,4530661.52948
801,8723434.50511
803,10375185.3707
804,5721372.77159
805,8699104.24354
806,6603757.99906
807,6017899.31748
808,3526546.94003
809,10942636.2889
810,13219486.576
811,25196587.2793
812,10034449.0983
815,7462899.86168
816,10408777.1285
817,4058189.20656
818,3940177.26398
820,4755368.70202
821,7449305.43501
822,4630293.29696
823,6454665.37344
824,4487421.79701
825,8378044.24264
827,5036110.61213
828,9235564.30524
829,6073588.24948
830,5486794.78669
831,13379960.4593
832,9739624.95645
833,4282322.26691
834,10232353.0219
835,12959926.6891
836,4357946.67113
837,4152814.43055
838,5548144.72566
839,11513404.7609
840,7430088.47981
841,12920433.3043
842,10581236.3443
843,6600367.99416
844,4878698.02597
845,10221956.1323
846,4824661.99752
847,5403483.32799
848,6757560.65133
849,3158203.09617
850,6691926.30833
851,5236260.73869
852,4406476.92081
853,6070789.41238
854,6494997.00684
856,4539223.58695
858,6170125.29636
860,3821949.44753
862,8846957.63028
863,4749570.94922
864,5116454.5308
865,6963319.54811
866,3563951.63568
867,7106663.38318
868,6974362.39274
869,6100669.58459
870,13363708.7301
871,6751124.47229
872,11163534.0668
873,8884104.05674
874,11653409.1904
875,5401668.96848
876,7986903.08601
877,7105685.15638
878,20288139.0378
879,4048158.16012
880,6066849.11907
881,8147624.23545
882,3984884.23247
883,9236157.05099
884,4382792.63458
885,7481609.74494
886,5156284.54007
887,5129242.27265
888,2893622.73697
889,5491124.75429
890,6827346.93087
892,6180402.09939
893,8838222.57712
894,11119010.2419
895,6927324.14948
896,4090254.90964
897,9232330.1445
898,5171140.82255
900,6687966.38595
901,5060384.57207
902,3821322.46851
903,5116183.00703
904,6282919.00573
905,6024497.13159
906,8894397.4092
908,5830960.05678
909,11186850.1414
910,7309735.53536
911,15033205.0201
912,4437648.07176
913,5124597.23116
914,7385417.60932
915,9222827.85833
916,4718962.9253
917,7192287.06345
918,6082767.99404
919,9393321.07217
920,7839272.45916
921,6974042.98143
922,4573240.08897
923,6559874.97971
924,9036577.01237
925,5111711.06694
926,4314720.72776
927,11018887.991
928,3605425.21186
929,6231634.29678
930,8860846.61691
931,6303061.15852
932,7473052.5155
933,5459241.64275
934,6508355.01701
935,3127307.97303
937,4356083.55036
938,25086926.4008
939,10619131.837
940,5630323.94931
941,5304458.1562
942,13296665.6653
943,5894807.60907
945,7746721.14003
946,3824618.22814
947,9933389.14062
948,4933307.43795
949,17548955.05
950,2983086.46444
951,10747212.9826
952,11857911.642
953,14824162.2402
954,4788357.03631
955,16817909.8328
956,22087247.6753
957,4187418.08937
958,5494879.33825
959,6061328.824
960,5359696.42859
961,10094042.684
962,8209500.75239
964,7302386.45784
965,6422710.06086
967,6114138.05626
968,6605201.3585
969,5437024.6513
970,8255329.71046
971,23391999.7951
972,7598281.88143
973,3643346.15508
974,4289511.64013
975,9220151.41552
976,6488217.54799
977,5455511.67246
978,5635393.75413
979,5307448.63458
980,4176376.55707
981,17836589.9239
982,4940854.04297
983,4788354.85273
984,9058982.7775
985,6489599.89739
986,4785621.05139
987,11199627.269
988,9272327.86931
989,8293883.38298
991,4160910.55831
992,7726668.99538
993,5472284.75637
994,5184403.50019
995,7874666.42217
996,10668332.1255
997,7980359.50394
998,28730186.1186
999,23641923.3689
1000,7717524.27748
1001,3936646.35926
1002,5013174.67148
1003,5615754.50771
1004,4796242.51109
1005,13606766.9922
1006,7956608.60864
1007,5307517.55729
1008,7056316.71183
1009,13904307.3759
1010,12540234.2407
1012,10460618.5
1013,11187065.4547
1015,9631763.17435
1016,3460266.81436
1017,5642421.29573
1018,4240823.63331
1019,6800499.52439
1020,10472267.2614
1021,5489217.56838
1022,3740760.82293
1023,5371826.09145
1024,9726242.34077
1025,3328132.58817
1026,3793773.98176
1027,4542357.88671
1028,4436605.24303
1029,5781568.89313
1031,4983571.68866
1032,6214630.85804
1033,5320672.0592
1034,3709657.6402
1035,18712410.3143
1036,4739876.97148
1037,4668751.06653
1038,5472028.64188
1041,5365779.07912
1042,11438327.0153
1043,8311081.54123
1044,6173493.60107
1045,7149934.36799
1047,5562821.42849
1048,11996546.8724
1049,4642342.20976
1050,7031811.82937
1051,6137258.34958
1053,5724114.52233
1054,5531335.52415
1055,6164831.91582
1056,11699628.9843
1057,8300833.1386
1058,15032006.3014
1059,6395622.37651
1061,8904098.20613
1062,5142777.48075
1063,5405752.39475
1064,4324870.99277
1065,4718884.85701
1066,5443847.33394
1068,4514092.40474
1069,4229407.33042
1070,10122906.8379
1071,4911821.94414
1072,13709234.8735
1073,4618276.00231
1074,12714093.3292
1075,5140408.28065
1076,16556518.2998
1077,4641060.13713
1079,8254860.85798
1080,10890878.7358
1082,6803791.94311
1083,2912985.11325
1084,10941382.2633
1085,6166432.76195
1087,14564346.7996
1088,3850068.67011
1089,9791923.32354
1090,4870057.94538
1091,4284576.69881
1092,11998730.2084
1093,6655293.44269
1094,3998534.906
1095,4050519.21134
1096,13643499.8707
1097,7094130.36722
1098,5257535.7256
1099,17886792.5591
1100,7150111.4239
1101,4389409.41913
1102,5843399.33584
1103,5432218.90167
1105,6910772.82898
1106,7853941.01142
1107,5768089.06474
1108,4230035.66037
1109,6554399.37938
1111,8459734.03883
1112,14867393.984
1113,12223560.6144
1114,27030900.6893
1115,3697110.3387
1116,5619434.01583
1117,8582726.3167
1119,5573741.82719
1120,4426392.2793
1121,5723788.21263
1122,5385758.38264
1123,6799782.0585
1124,7101423.40838
1125,22018366.5039
1126,13956938.0509
1127,7792952.29134
1128,4027020.41593
1129,8631811.38001
1131,5226515.83475
1132,6734705.45728
1133,4314696.32408
1134,9863577.99034
1135,6038044.77406
1136,4482210.40125
1137,5647644.95665
1138,5226968.10407
1139,14493494.5807
1140,7037558.48448
1141,11482685.9935
1142,4453826.19201
1143,8234615.50783
1144,4969587.93539
1145,4551257.70065
1146,6048787.8134
1147,8880526.97979
1148,5324932.83255
1149,7695325.56572
1151,6469296.57642
1152,12882480.2848
1153,9337645.26181
1154,23267256.3917
1155,4691433.1169
1156,4659488.21649
1157,5284339.07139
1159,5614067.24551
1160,6177867.75702
1161,11992819.4102
1162,5629741.88755
1163,6221052.80933
1164,5565006.98434
1165,6553832.93331
1166,5950798.83007
1167,5056632.59388
1169,4697879.93146
1171,6188104.99883
1172,9347898.77686
1174,11972763.0713
1175,22461539.8579
1176,3123412.58739
1177,14072636.6283
1178,2881127.18456
1179,7816953.45012
1180,5543881.7927
1181,15344788.1375
1182,14534058.456
1183,8342194.4599
1184,22496728.3216
1185,4286942.83108
1186,6794076.27022
1187,9348326.2811
1188,5151067.01615
1190,12694429.0785
1192,4168370.57616
1193,7623732.9867
1194,9329570.30769
1195,11676835.1409
1196,6244108.86682
1197,12430896.3961
1198,8964342.96552
1199,8456848.83684
1200,8297765.68981
1201,20846680.7371
1202,9608819.49827
1203,5545332.58393
1204,8892380.63093
1205,6734282.00381
1206,9275068.23945
1207,4919821.73697
1208,12042406.9656
1209,6859155.82838
1210,6575322.38896
1211,5736000.99859
1212,6710078.4954
1213,5738635.68051
1214,4688000.41514
1215,13979974.5335
1217,12142043.1495
1219,4790061.41877
1220,5005593.52121
1221,3018798.08697
1222,6871726.75262
1223,5249571.38258
1224,9705017.69275
1225,5267389.64647
1226,5282605.69035
1227,4151392.69645
1228,6574785.8485
1229,5297286.48015
1230,8420311.13578
1231,7034415.14069
1232,7745826.28341
1233,4645557.79272
1234,5628251.53419
1235,11439759.1141
1236,5282499.50922
1238,11406386.6643
1239,9779549.74707
1240,7622638.23443
1242,7207593.72527
1243,7751623.51003
1244,5758844.98749
1245,7519258.71229
1247,5409455.75859
1248,5450306.63325
1249,8410880.56181
1250,4973923.45802
1251,4959891.89845
1253,6560420.0782
1254,5334293.12346
1255,13896037.6236
1257,4042485.02354
1258,8745881.18822
1259,3719273.32219
1260,8558774.43663
1263,8984268.01337
1266,7410940.62017
1267,7850613.08774
1270,9321921.82061
1271,6548809.75717
1272,12627465.9401
1273,11824898.7247
1275,11813746.2879
1276,5794106.27516
1277,6635880.65119
1278,8674202.71511
1279,9763516.47865
1280,4564405.80819
1281,4556367.52475
1284,6776820.83443
1285,11228911.3512
1286,3469580.14111
1287,11615135.7866
1288,12370798.3049
1289,2576833.6522
1290,7565149.83976
1291,14695620.4458
1292,24069355.6721
1293,3737941.6019
1294,12737164.735
1296,7048550.41964
1297,5492718.04221
1298,9812723.99738
1299,8266935.50598
1300,8424328.16568
1302,5747310.26171
1303,6850739.63079
1305,3555727.46979
1306,4145345.35928
1307,9490139.43594
1308,7103929.58772
1309,5098166.03214
1310,35879875.666
1311,6760981.45263
1313,6116939.05591
1314,4507474.89895
1315,4710149.12994
1316,6554370.93562
1317,7505302.59846
1319,17100118.7159
1320,14167315.2048
1321,9444165.83274
1322,4921889.74865
1323,5523169.9357
1324,5756600.60793
1325,11367948.2372
1326,11332314.8269
1327,6606213.01697
1328,3104191.54806
1329,9196756.92727
1330,4290463.39129
1331,4928337.69769
1332,6633230.71693
1333,9393598.52616
1334,10478764.8352
1335,9102154.26777
1337,9244850.94549
1338,4500603.20892
1339,5969500.28436
1340,11598283.3657
1341,9849908.91876
1342,8097202.05272
1344,7820527.61955
1347,4804372.91384
1348,6389159.66507
1349,7788083.75529
1350,8417740.11933
1351,5773756.10007
1352,8900903.62476
1353,14133128.377
1354,12330639.4985
1355,4524742.98908
1356,2009831.37336
1357,7132733.48981
1358,8101526.38153
1359,7965603.17127
1360,10316798.3305
1361,4388034.46461
1362,8946109.33084
1363,10017547.9697
1364,3977646.81442
1365,5542663.10033
1366,3278677.36892
1367,8691278.3494
1368,5053779.68234
1369,15762554.436
1370,5543034.29728
1371,8853261.34464
1372,17723817.6004
1373,25754283.5055
1375,5750393.89867
1376,11508880.6163
1377,8811894.2477
1378,5203392.51065
1380,5030743.35035
1382,14644945.6898
1383,5473798.47979
1385,3309771.77542
1386,14971814.5152
1387,9763822.99381
1388,4785404.41723
1389,4192014.91439
1390,8598912.95836
1391,5236816.45098
1392,12358034.2599
1393,6138138.34819
1394,5735045.45389
1395,6601330.23004
1396,3134856.3042
1397,4853589.72977
1398,4060653.173
1399,9781347.3637
1400,4197011.53167
1401,4908604.58166
1402,7014395.13408
1403,8813241.34553
1404,6539197.6663
1405,17190281.3481
1406,7191207.31943
1407,7899610.58581
1409,4225020.54586
1410,5011896.26657
1411,11369299.3373
1412,13636326.1539
1414,6218308.66446
1415,6547102.42616
1417,4885443.52111
1418,9995017.92794
1419,5941083.11414
1420,4918520.02059
1421,7370372.53588
1422,5192528.80817
1423,5660765.41579
1424,11356441.0018
1426,9796379.76477
1427,4749783.27099
1428,8664548.1709
1429,5094519.41962
1430,6363671.41635
1431,9921639.62344
1432,6341839.67268
1433,5822702.70373
1436,11854269.1891
1437,5277872.34048
1438,5746308.62402
1439,4959625.33836
1440,5684460.25202
1441,6468824.28738
1442,6519214.32724
1443,6519612.12239
1444,5439899.55585
1445,6005362.39483
1446,7080353.20452
1447,10603988.3762
1448,6071389.89061
1449,5257728.90858
1450,6773648.07477
1451,7805650.46886
1452,3339444.08937
1453,6493873.02877
1454,5434825.28609
1455,5738605.95417
1456,6831288.35935
1457,5839441.40482
1458,9255799.85838
1459,7765519.80325
1460,7448767.90892
1461,2966706.56531
1462,14516253.25
1463,4530215.68159
1464,7587909.53062
1465,4750878.23037
1466,9475152.37789
1467,7956476.81551
1468,13700120.2602
1469,5280152.1352
1470,5749082.80361
1471,4177097.50202
1472,8700101.42227
1473,10034053.3562
1474,5527687.44074
1475,10026913.9777
1476,6997997.89237
1477,10945462.5073
1478,2659320.61977
1479,4413909.57358
1480,4711490.42609
1482,6099926.21111
1483,8340282.18314
1484,5077319.18327
1485,7496395.81327
1486,12562759.8216
1487,4525149.27125
1488,6266179.92937
1489,6977065.1737
1490,6284595.30922
1492,4547276.49915
1493,7267978.21052
1494,7495687.91125
1495,24385596.0502
1496,5337589.60996
1497,6646049.46137
1498,6722573.59944
1499,15576186.6933
1500,5079603.95393
1501,6041137.02248
1502,6424012.02774
1503,5934998.72053
1504,7312646.28848
1505,6505381.49274
1506,4954265.97143
1507,6691717.06238
1508,9392880.05664
1509,5263974.88675
1510,7785078.862
1512,11934258.19
1513,10700275.7611
1514,5854660.60469
1515,10801880.0095
1516,6834277.18167
1517,10662961.997
1518,9084830.10149
1519,7220889.75491
1520,3340969.25732
1521,4232056.44133
1522,8222839.15331
1523,14416601.7412
1525,7146789.22986
1526,8012996.27491
1527,23304024.3848
1528,6012619.60226
1529,13191156.3296
1530,5561015.64716
1531,10691527.8415
1532,5469144.59967
1533,7275209.38094
1534,4694965.81412
1535,4006827.24544
1536,5394207.73796
1537,4541092.06221
1538,11038537.9503
1539,7250866.49761
1540,4939045.19677
1541,5721429.23429
1542,3667803.59682
1543,6535215.42327
1544,5384999.80052
1545,8024207.02814
1546,8132902.30142
1547,6089583.62749
1548,6601601.71996
1549,6775079.52742
1550,9219252.90182
1552,9255421.29123
1553,5496272.92904
1554,5583896.16979
1555,4998485.17486
1556,8076146.48454
1557,12984405.5764
1558,8177201.25471
1559,8912509.26024
1560,8296651.09479
1561,7973309.29967
1562,4706305.0393
1563,6020906.38454
1564,4764704.078
1565,7237204.57516
1566,5059310.89402
1567,6677747.47346
1568,6574947.53678
1569,7638307.50827
1570,9295108.94663
1572,3095143.38262
1573,8136274.05579
1574,3632039.95679
1575,5259973.11681
1577,7868534.14965
1578,15089967.6397
1579,15434454.8979
1580,6998296.28154
1581,10465670.6261
1583,5407686.86602
1585,4241827.13015
1586,15319952.7201
1587,9039122.85397
1588,11716664.0507
1589,7831636.73374
1590,5682841.2126
1592,5686085.7677
1593,10169762.8196
1594,8184205.13372
1595,30613836.6458
1597,7467877.35438
1598,4853832.65576
1600,5455761.81318
1601,6452912.35069
1602,12597820.1476
1603,7855225.60382
1604,11363449.4139
1605,6665099.48099
1606,6021357.60978
1608,10065788.4841
1609,6369707.75289
1610,9531509.1921
1611,16052538.3149
1612,6024049.12196
1614,5609261.36323
1615,4652313.24504
1616,7401572.09468
1617,3931429.81397
1618,3343251.55623
1619,4278972.64868
1620,7616616.63406
1621,10444035.7567
1622,6700890.83914
1623,5491766.82052
1624,5422129.42713
1626,9546784.72846
1627,3829365.25529
1628,4308709.36494
1630,9190693.60467
1632,8944946.37692
1633,7900929.86765
1634,14123380.6822
1635,17590785.4576
1637,6850755.44532
1638,6489602.11503
1639,10483615.0522
1641,16866304.8454
1643,9817554.55727
1644,8821990.31289
1645,4468648.10919
1646,4552411.48936
1647,8486900.2781
1648,5341699.63421
1649,3595754.57109
1650,6507562.75623
1651,7258846.7478
1652,12042802.5254
1653,6801125.44949
1654,6862269.76726
1655,9650821.69408
1656,5221264.88095
1658,13548053.0096
1659,3193529.42422
1660,7117030.7804
1661,5694029.79906
1662,5639941.67727
1663,13765274.2118
1664,5844095.48246
1665,6415330.38775
1666,6991559.3343
1667,15996192.5869
1668,5097640.73383
1669,5001858.8475
1670,7596996.45099
1671,4683996.20608
1673,6215266.24456
1674,5107924.79032
1675,8699169.12173
1676,5250825.88032
1677,11697949.076
1678,5170251.05333
1679,8401545.8383
1680,2990136.38877
1681,11172589.2484
1684,4752801.4335
1685,7499563.08004
1686,6391436.53876
1687,5893681.47865
1688,7181075.04301
1689,13040901.6677
1690,5738068.57706
1692,5831146.29893
1693,6254991.43214
