id,lasso_oof_predict
352,12737453.3033
354,6509095.69062
355,8430847.9557
356,7478213.80005
357,11703600.8143
358,5338480.51472
359,7245013.53051
361,4204931.7471
363,12360023.5659
364,4817312.90934
367,8316007.50421
368,9282582.39441
369,5206053.04462
370,3437685.78257
372,6805817.14177
373,8413488.01918
376,4493638.61811
377,5316701.29011
378,11315835.5893
379,11651028.5752
380,4717628.93501
381,4133974.77186
382,6753987.60816
383,5540400.76139
384,4650895.59199
385,6695084.59898
387,5472097.21791
388,9225195.81704
389,5740084.37499
390,5084855.49714
391,3502415.46436
392,5103879.30457
393,4583615.8289
394,10150608.3011
395,8864584.14194
396,5662176.90895
397,9991682.08835
398,3442453.55549
399,4300129.9073
400,7862554.44831
401,8849518.29716
402,4638082.1326
403,4746469.94301
404,2963068.31179
406,5406085.84463
407,8880045.22831
408,5706837.91065
409,5203670.82574
410,13447824.0684
411,4846640.88756
412,7483796.95857
413,9584080.86187
414,4950832.25758
416,4633916.38332
417,2048183.32765
418,5325998.38762
419,7743534.17631
420,9696370.50883
421,4237324.51828
423,9606248.45103
424,4565748.812
425,9182647.73219
426,4185708.1554
427,2845363.68314
428,13914812.0918
429,5769985.78027
431,8597624.19007
432,5663839.53302
433,4219318.04153
435,11461557.8483
436,12751224.6719
437,5029984.12981
438,10328352.3633
439,7377715.07537
440,10747703.135
441,5127234.87458
442,26252415.8107
443,4508385.86967
444,5241499.79399
445,5109568.85906
446,6041633.21459
448,6248422.5073
451,7152410.45795
452,5703547.7957
453,4499446.77395
454,4823879.93406
455,25055341.0314
456,13267369.0599
457,5587442.79339
458,5602692.4652
459,4633470.91564
460,4684498.30129
461,11390089.9991
462,6589707.28968
463,4142218.81865
464,8002086.06451
465,5238082.27154
466,6268988.49133
467,12120305.9168
469,4235397.8765
471,8263775.82488
472,6232245.2119
473,3684200.31497
474,7074384.06333
476,6275691.02698
477,5492852.43337
478,4453824.18118
480,4633148.69704
481,13155987.6764
482,3839899.93138
483,4973592.53807
484,4546959.35226
485,5655694.71984
486,5283454.59723
488,8828986.97209
489,5888252.59118
490,11129769.2464
491,5954650.16118
492,15365098.9811
493,4271721.64396
494,3393666.09271
495,4525108.69776
496,7927167.00563
497,2906902.3383
498,11308904.2938
500,4425392.71632
501,6448335.04249
502,4392385.14395
503,14368037.2138
505,3277863.36642
506,10406049.3847
507,3541406.97525
508,6397285.46464
509,6284829.24243
510,14062035.4476
511,13334058.0031
512,4784418.08581
513,10605373.987
514,9743910.19391
515,5321433.33002
516,7500418.92879
518,7081466.11852
520,3399825.09159
521,6616495.41252
522,5392836.12228
523,7111319.23605
525,6277973.22118
526,6408571.73351
527,7436616.71488
529,4415690.08988
530,6361411.67944
531,5239108.04543
532,3964892.14081
533,7338497.7674
534,7582376.78426
535,5524463.14411
536,15741609.2766
537,4925219.89646
538,6143286.06175
540,4796025.15796
541,7381782.41099
542,13307419.8687
543,6857386.86673
544,4966040.4686
545,7534489.59964
546,7567346.45262
547,14980300.2529
548,5408028.86698
549,4156044.52358
550,5451450.15073
551,4065113.24919
552,4876243.68205
553,5361323.75665
554,4343084.55369
555,7083703.06172
557,4385986.97341
558,6689259.3237
560,9959560.19225
561,5867769.95136
562,9291054.55459
563,6925998.32376
564,6159552.04449
566,5281704.83748
567,5638088.7379
568,12971452.6576
569,4053474.61008
570,9495716.98515
571,4211665.0651
572,5998796.83093
573,9706566.76036
575,6015304.35342
576,4915973.41508
578,4009713.98639
579,5558657.07509
583,6956472.37803
584,3570682.5852
585,6047455.05611
586,3529340.38893
587,4816536.17961
588,4552089.74538
589,6965819.62929
590,4578232.55605
591,6669777.51728
592,3976744.19373
593,8890039.2563
594,4130057.80457
595,3585956.63184
596,6205150.62196
597,8006008.92152
598,7445623.4565
599,12101369.5735
600,5783707.33664
601,4435219.23973
603,4359646.1164
604,6677918.50653
605,7298324.21748
606,9207236.76906
607,23725182.9257
608,9334534.20669
609,7000762.35014
610,4523300.21078
611,5422626.49707
612,5412915.08681
613,15217029.4661
614,5522292.2179
615,6122795.35226
616,11798239.5059
617,4791045.39213
618,8171987.49283
620,5265901.05241
621,4067292.29959
622,8306880.91919
623,3843921.04599
624,7719080.86611
625,17591208.2582
627,13704775.3514
628,5838441.94244
629,3698688.65626
630,5054818.42151
631,6927883.9713
632,20785396.6735
633,4694052.84269
636,5879154.72645
637,5493108.73253
641,2020253.35256
642,9787283.10967
644,9903788.37389
645,4683042.84632
647,3591959.68082
650,15207096.1357
651,8489123.02139
652,13122331.0562
653,6443514.98179
654,2647622.15813
655,5698377.44066
656,4511002.16278
657,4386202.24796
658,9160378.46465
659,14554882.616
660,4516738.26418
661,4881376.96003
662,5112914.44376
664,18493137.0179
665,3636754.25658
666,9810557.98638
667,4735759.86544
668,2877416.34052
669,5238756.17982
671,9057595.46892
672,5314777.03484
673,6982772.85682
674,6078277.4137
675,4743843.08108
676,5534990.74187
678,6867807.14426
679,4634201.36123
680,4553412.8014
682,5337657.11746
683,7644147.83847
684,7242500.99563
685,7405367.75628
686,8734386.47126
687,12859082.4389
688,3791779.55725
689,7396380.13899
690,4478979.87585
691,5389095.23224
692,5030854.80793
693,7905474.67275
694,3596608.97527
695,11032688.9686
696,8437868.15168
697,4076523.66536
698,6744808.20553
699,9056406.40469
700,9160262.54585
701,4360888.35974
702,5719095.2636
703,2511654.01813
705,5020791.4781
706,8534910.9865
707,5263851.51834
708,7364967.13813
709,5245650.46712
710,3132168.4833
712,8139575.9157
714,5200666.08521
715,8462016.01771
716,4637577.46868
717,8461999.79878
718,9679649.80024
719,12261526.9774
720,4768638.12002
721,3074041.72872
722,12600143.8126
723,5116804.29836
724,8763458.33124
725,5832191.08409
726,6528669.35127
727,9925409.49675
728,4634939.59612
729,4669173.53304
730,5098887.56312
731,5089439.09635
732,11284277.9106
733,7220693.51059
734,3792252.39396
735,5320097.45179
736,6020436.28958
737,8726152.44482
738,6015522.49274
739,4488475.58487
740,7380182.60259
741,14357358.1295
742,5677684.66046
743,4809309.59658
745,4331895.82167
746,8266874.2441
747,6314237.14307
749,4599354.19922
750,10206897.8773
751,4795890.94885
752,5174915.72946
753,11467077.7598
754,6834223.80102
756,6028605.54696
757,10786054.8274
758,7456656.22873
759,5047850.62237
760,9163167.61974
761,4785000.59569
762,10783348.7757
763,5726949.9432
764,5894588.88653
765,7280616.83568
766,6461762.1833
768,5570242.36066
769,6160919.86707
770,5214594.70379
772,7592540.89503
773,6218331.68132
774,6101661.95099
775,2100911.02749
776,8005407.07704
777,6245656.08353
778,5869644.83511
779,4204951.52647
780,7312408.73309
781,5805821.21976
782,9395976.06561
783,8143583.29072
784,25479089.5223
785,4940374.42722
786,7859173.41116
787,16946030.3475
788,2566763.44678
789,5398883.70548
790,6554767.9486
791,4902183.86928
792,4775948.21027
793,7323558.00049
794,6270804.71722
795,5731928.70914
796,4300082.76575
797,8967475.47711
798,5552527.74746
799,5460685.57971
800,4144493.66036
801,9393897.65122
803,10072616.7421
804,5832564.85146
805,8573161.53043
806,6800997.25696
807,6115409.90098
808,3585083.16772
809,10921881.4347
810,12840147.2983
811,24751867.2857
812,9946268.26845
815,7527769.96155
816,10478290.6655
817,4059483.54902
818,4033542.53573
820,4535997.97623
821,6858430.26372
822,4943539.76586
823,7197798.16086
824,3873725.35321
825,8897233.39229
827,5291350.35904
828,9405025.17382
829,5961884.94217
830,5160367.4661
831,13418829.656
832,9521779.70325
833,3515477.95919
834,10877182.8881
835,13277658.066
836,3379932.68305
837,3142722.37692
838,5176318.69443
839,10058107.1125
840,5788392.07187
841,13607968.2528
842,10419466.4641
843,7098770.56924
844,4575468.47035
845,10478231.9684
846,4664573.24674
847,4970964.6322
848,6587091.90024
849,3144034.0257
850,6393194.18622
851,4788867.57767
852,4019262.68487
853,5873558.33006
854,6494600.65187
856,4214316.84935
858,5747522.16471
860,3441351.25333
862,7759736.34635
863,4415544.60204
864,4546998.03595
865,7215207.83547
866,3136640.61551
867,7108344.19813
868,7121866.07163
869,5963916.55969
870,13688412.5874
871,6507181.95519
872,11516635.1217
873,8741005.06609
874,11410643.077
875,4702531.91019
876,7909043.8345
877,6187590.79009
878,21626458.7306
879,4513489.59668
880,5375356.24382
881,7264428.99254
882,3195213.7177
883,8703392.06699
884,3668633.91648
885,7506234.89666
886,5412224.04251
887,5332152.02087
888,3673676.55513
889,4877107.71105
890,7230538.00859
892,5680814.31869
893,9536206.21734
894,10397778.6019
895,6817312.64698
896,3765433.90551
897,9518572.68343
898,4787817.28853
900,6713128.31823
901,4475317.14842
902,4280971.16576
903,4351045.91702
904,6229693.62831
905,5590782.32081
906,8269468.93986
908,5368057.45872
909,9483696.35804
910,7185932.47517
911,14878884.2331
912,4848203.3903
913,4704698.98659
914,7200633.28007
915,9022875.47176
916,5262889.19019
917,6981406.74455
918,6111097.63681
919,9580290.14687
920,6826911.26704
921,6604698.88645
922,4651079.39212
923,5760378.98576
924,9523023.92546
925,4591006.88954
926,3967307.45746
927,11171550.3746
928,2881480.75273
929,6304975.79547
930,8974678.7781
931,5925816.99057
932,8056476.93215
933,5499873.88991
934,7038245.57552
935,2908258.12829
937,4031278.03884
938,26878824.7686
939,10804328.0266
940,5035833.50533
941,4914355.32078
942,13714468.3006
943,5531389.23086
945,7874176.42916
946,4087923.85469
947,9283054.09281
948,5069368.9695
949,19007829.0186
950,3484913.1097
951,10858664.6134
952,11018410.0026
953,14824416.9543
954,5200270.50522
955,17677385.137
956,22174857.4817
957,4938375.2189
958,5452064.22941
959,7059512.0708
960,5344272.6194
961,10235912.0292
962,8055146.89269
964,6904603.61128
965,6461046.37493
967,7447760.66818
968,5366313.89525
969,5836386.65806
970,8496297.59859
971,24131863.6367
972,6761140.99788
973,3156750.72648
974,4396463.94567
975,9479234.55294
976,5788497.6745
977,5458446.9515
978,5379206.82667
979,4881468.50953
980,3806972.38982
981,18052747.7696
982,4394700.8662
983,4955952.86345
984,9244827.5394
985,6400890.71136
986,4512114.93158
987,11539854.5849
988,10987779.0626
989,8548157.69931
991,3396113.6501
992,8122523.81468
993,5287802.7923
994,4783598.14552
995,8244868.45435
996,11055080.0465
997,8762636.29482
998,27946735.4655
999,24705504.4797
1000,7584715.5697
1001,4241302.02998
1002,5410475.58203
1003,5296141.3757
1004,5037735.69973
1005,14888193.2359
1006,7438490.78136
1007,4958522.38133
1008,7027760.06742
1009,14268510.3183
1010,12899642.8037
1012,11720436.2009
1013,10905152.6805
1015,10383458.1225
1016,2205556.49983
1017,5423339.36352
1018,4247858.35141
1019,6020502.4728
1020,10727448.0474
1021,6033634.65954
1022,4466514.52104
1023,5602771.25466
1024,9038133.92531
1025,3055094.91532
1026,3413833.31588
1027,3976847.89567
1028,4376671.35779
1029,5649559.63284
1031,5486076.03968
1032,6012026.96143
1033,5904083.99992
1034,4265018.68891
1035,19960240.9427
1036,4603360.64988
1037,5148435.09062
1038,5193508.54676
1041,5917825.23809
1042,11653634.6319
1043,7965323.757
1044,5772373.85599
1045,7048771.69464
1047,5442492.56441
1048,11702123.9498
1049,4063273.9899
1050,5921955.21013
1051,6152054.86252
1053,5030425.3275
1054,5848992.40401
1055,5341152.08666
1056,12443180.5884
1057,7515588.34685
1058,16334851.5982
1059,6184396.85641
1061,8647343.68566
1062,5638760.42036
1063,4822615.21287
1064,3877743.08654
1065,4507680.75224
1066,5258078.96355
1068,4491336.76831
1069,4497249.41341
1070,10305475.9857
1071,4995934.75164
1072,12645952.6935
1073,3802927.49465
1074,12046017.0553
1075,5681045.70612
1076,17695229.0733
1077,5539494.38782
1079,7701504.54762
1080,11353590.8699
1082,6627870.40724
1083,4122497.79336
1084,11785443.0966
1085,6587210.40259
1087,14670772.2714
1088,4445145.80763
1089,9120572.049
1090,4854531.17111
1091,5259480.16678
1092,12217460.9208
1093,6431601.14985
1094,3056180.74071
1095,3471967.50695
1096,13591155.7441
1097,8204847.86983
1098,5663225.49359
1099,20272021.2208
1100,7056143.15958
1101,4343900.75092
1102,5680941.86826
1103,6061342.23425
1105,7082299.76081
1106,8124694.27814
1107,5790707.85828
1108,3331654.23719
1109,6684898.05187
1111,8102805.45482
1112,13828648.6436
1113,11322071.7058
1114,28529611.5776
1115,3548757.91223
1116,5226321.52005
1117,8537089.54969
1119,5217697.36364
1120,4080824.96069
1121,5742297.19538
1122,5439130.93455
1123,6266178.10738
1124,6312174.46787
1125,23177179.0767
1126,11601126.3237
1127,7610207.09362
1128,3264598.55897
1129,11900915.2595
1131,5476894.59778
1132,7145915.60469
1133,4323427.97106
1134,10153637.323
1135,5854940.12124
1136,4311858.21296
1137,5698100.24262
1138,5367142.03265
1139,14811859.6748
1140,7155834.10378
1141,12063233.5699
1142,4312343.57063
1143,7344002.47292
1144,5245204.74436
1145,4823765.94125
1146,5747247.56904
1147,8723044.71192
1148,4623547.78766
1149,8121911.60772
1151,6176572.60132
1152,12982939.0724
1153,7378213.86672
1154,26628884.1027
1155,4695066.93222
1156,3081811.65075
1157,4753567.19049
1159,5417189.88326
1160,5495943.20093
1161,11067093.2193
1162,5501671.47635
1163,5607598.00544
1164,5099754.31696
1165,6029707.40072
1166,6377406.17385
1167,4828925.39999
1169,4732355.67584
1171,6126843.81403
1172,9506526.48324
1174,11668450.9427
1175,23209157.7756
1176,3283625.04422
1177,12710446.7464
1178,3569747.81058
1179,7375360.08624
1180,5508699.56038
1181,15653261.5958
1182,14013068.0821
1183,8091443.50745
1184,25644411.7456
1185,4934770.33889
1186,6577474.96879
1187,9546911.6021
1188,5590203.46889
1190,12289535.4835
1192,4323338.9491
1193,7898749.13877
1194,9257678.06541
1195,10742003.9758
1196,6036327.2391
1197,11804022.3281
1198,9870184.84675
1199,8571942.84343
1200,7787326.11296
1201,20002161.5361
1202,9666524.96169
1203,4317457.34877
1204,8300053.22374
1205,6551525.23646
1206,8769590.51265
1207,4460207.89666
1208,12460722.3457
1209,6667344.06006
1210,7042483.77538
1211,5714672.50369
1212,6675936.33962
1213,5814801.90335
1214,4577190.88616
1215,14915801.2196
1217,12443294.0357
1219,4523661.90739
1220,4542778.72734
1221,3781895.4418
1222,7099266.7197
1223,4788531.28041
1224,9439902.88677
1225,5088430.85497
1226,4640488.28421
1227,4622585.43336
1228,6695344.44657
1229,5225865.6029
1230,9281287.91279
1231,6134994.47464
1232,7204326.91841
1233,4829127.30391
1234,5527502.21058
1235,11593094.1483
1236,5471066.18247
1238,13237419.9443
1239,9700899.67449
1240,7736678.37822
1242,7158072.01555
1243,7713773.49568
1244,5485276.25692
1245,8069415.4777
1247,4379968.40981
1248,5546060.9212
1249,7668334.37347
1250,4558797.05043
1251,4929350.26296
1253,6715837.15703
1254,5130704.59884
1255,14139276.808
1257,3430225.11883
1258,6970900.83709
1259,3369150.41747
1260,8629301.80477
1263,8270880.21676
1266,7651751.45161
1267,7525147.56692
1270,9539522.05714
1271,7034956.81258
1272,12146917.6064
1273,12113810.0674
1275,12129556.3349
1276,4571832.09594
1277,6826341.09573
1278,8644840.89508
1279,10500473.5654
1280,4930211.26851
1281,4672223.42472
1284,6762644.26813
1285,11165201.5549
1286,2329830.19667
1287,11432089.7705
1288,12085390.5196
1289,4193791.50277
1290,8027760.48478
1291,13216097.2139
1292,25048992.7531
1293,3375677.4225
1294,12891557.7214
1296,7396745.15799
1297,5942634.26034
1298,10268898.1454
1299,7699595.80622
1300,8423363.91362
1302,6310753.16039
1303,6818771.45464
1305,4565248.25288
1306,4541218.16089
1307,9528738.70788
1308,6475673.3895
1309,5218482.3782
1310,39101176.6455
1311,7109831.08957
1313,5769544.86182
1314,4152427.61394
1315,5018012.83942
1316,6617520.53064
1317,7319398.89914
1319,17123601.4745
1320,14899036.4725
1321,8671678.98888
1322,5202646.71528
1323,5156560.0771
1324,5346098.27264
1325,11285648.9255
1326,12010786.908
1327,6419386.08935
1328,2845181.19633
1329,9271097.16191
1330,4719096.17818
1331,5027501.07222
1332,6730543.60082
1333,9211200.13501
1334,10950241.4639
1335,9090701.16924
1337,9166510.43677
1338,3827105.66915
1339,6411610.65668
1340,12110141.3853
1341,9713571.00503
1342,8605136.82724
1344,7814894.69634
1347,4751448.23644
1348,6319236.20959
1349,6712332.69716
1350,8893918.28227
1351,4782074.47111
1352,8550175.12081
1353,13628065.6343
1354,12750531.2526
1355,3595536.99704
1356,2077169.71138
1357,7043660.10079
1358,8184950.1901
1359,7467601.5162
1360,9566899.60159
1361,4418899.13794
1362,9315143.03787
1363,9901021.11306
1364,3649205.16
1365,5024945.02641
1366,3759351.81766
1367,7901981.04373
1368,5165766.55575
1369,18137844.1908
1370,5108112.74615
1371,9138220.32654
1372,18066617.281
1373,27112146.5944
1375,5522895.34657
1376,11309843.2097
1377,8876191.85121
1378,5071528.45967
1380,5084163.0105
1382,14945293.9283
1383,5350621.89358
1385,3639285.25991
1386,13092779.5444
1387,9544995.18001
1388,4687787.84587
1389,3966594.88446
1390,8675926.21078
1391,5782239.81476
1392,13402353.088
1393,6092352.90398
1394,6064357.96476
1395,6794778.84764
1396,4488951.48845
1397,5133502.20843
1398,4259153.0024
1399,10260093.2871
1400,4747678.77975
1401,4846914.64402
1402,7440406.45536
1403,8517793.94368
1404,6752966.11862
1405,18312907.9186
1406,6920649.40264
1407,6589700.88373
1409,3818436.75385
1410,5144350.89622
1411,11597396.7619
1412,15501541.345
1414,5544011.81471
1415,6554869.71471
1417,4281540.31649
1418,10087612.5019
1419,5755296.61717
1420,5678375.12095
1421,6940261.75867
1422,6209229.81061
1423,5994280.61433
1424,11801165.124
1426,8999422.23877
1427,4345120.86384
1428,9152122.28758
1429,5058943.22113
1430,6299898.10632
1431,8911589.21215
1432,6490436.18004
1433,5190947.47146
1436,12194976.7289
1437,5035185.80485
1438,5636244.76057
1439,4497354.68686
1440,5984122.37786
1441,6923747.01824
1442,5700396.13049
1443,6613432.83531
1444,5705703.65451
1445,4959724.39673
1446,6899659.45948
1447,11271583.5771
1448,6224481.78662
1449,5759966.36234
1450,6906145.52369
1451,7078116.38966
1452,3899870.54681
1453,6818161.21391
1454,5530401.1779
1455,6004797.40598
1456,6737256.30703
1457,6433674.85158
1458,8645144.17754
1459,7621941.43971
1460,7169538.80457
1461,3127839.29822
1462,15816350.9325
1463,4795599.69706
1464,7696502.57728
1465,4973200.63109
1466,10017579.1609
1467,8157646.40999
1468,15763969.7661
1469,5451662.58449
1470,6324681.96708
1471,3682902.82202
1472,8769663.24808
1473,10565879.8223
1474,4920383.8183
1475,10074269.9912
1476,6232760.22833
1477,9514321.84177
1478,2693018.1613
1479,4148438.48179
1480,5473124.4413
1482,5638271.98984
1483,8575810.81254
1484,4655531.01666
1485,8517685.81603
1486,13002954.9761
1487,4689680.3562
1488,5801497.44048
1489,7195997.11583
1490,6020248.67972
1492,4673899.26034
1493,5740373.68815
1494,7717194.47492
1495,26449355.5905
1496,4949462.52433
1497,7314471.00087
1498,6242915.53211
1499,16247529.1562
1500,5175574.98548
1501,5811796.63204
1502,6591250.60192
1503,6047351.0825
1504,7152269.51821
1505,6537735.47778
1506,4565124.24171
1507,6083197.06077
1508,9363498.19013
1509,4859451.3532
1510,7993065.36985
1512,12330704.0909
1513,11446140.9426
1514,5961834.71058
1515,9453474.06766
1516,7061671.98385
1517,10752435.915
1518,8886360.56917
1519,6821967.10888
1520,2890333.23629
1521,5256271.10916
1522,7877028.31032
1523,15226781.6106
1525,7367461.05023
1526,7255595.26488
1527,25870758.5364
1528,5090154.98461
1529,12875116.8323
1530,5420720.62302
1531,11663622.0636
1532,5837721.79562
1533,8319468.96488
1534,4200997.57735
1535,4018727.72254
1536,4320259.48338
1537,3912914.46548
1538,11467616.1904
1539,6436697.56158
1540,4527084.14775
1541,5548654.68016
1542,3933368.09439
1543,6758632.66297
1544,4924900.18412
1545,7429835.77625
1546,7558698.19418
1547,5994867.69913
1548,7144644.75079
1549,6604620.11745
1550,9338762.70215
1552,9728630.97413
1553,5121567.62264
1554,5466715.71502
1555,4877469.85258
1556,7872868.28979
1557,12745611.2317
1558,7428891.67616
1559,9178560.67051
1560,8752606.83862
1561,8202706.56782
1562,4831928.07088
1563,5745176.4387
1564,5151889.58498
1565,7382220.01642
1566,4447600.82212
1567,6235691.74012
1568,6261529.76337
1569,7378740.9839
1570,8820208.42527
1572,3661493.45078
1573,7012361.42955
1574,3281625.13867
1575,5530734.49549
1577,7870338.19847
1578,15749243.4933
1579,17526577.5926
1580,7358190.56093
1581,11103748.2974
1583,4734259.14061
1585,4607572.47283
1586,15110604.7153
1587,9485194.88641
1588,10836958.8211
1589,7703176.71658
1590,5407434.04996
1592,5753992.07853
1593,10335746.2482
1594,8497115.58788
1595,33406886.712
1597,7536256.77553
1598,4743391.57454
1600,4956520.77104
1601,6508386.87754
1602,12602034.2544
1603,7031857.56934
1604,12119032.3044
1605,6331544.24312
1606,6262709.46574
1608,10366512.054
1609,6190919.52215
1610,10760143.7099
1611,16658648.0276
1612,5608939.02258
1614,5466858.75147
1615,4916861.10869
1616,7705460.5809
1617,4093314.78013
1618,3517198.19304
1619,3743119.24696
1620,8313426.01532
1621,11061080.4017
1622,6174175.08091
1623,5188294.91033
1624,4414155.31243
1626,9664430.06791
1627,3337418.79207
1628,4271294.05023
1630,9656059.37682
1632,7567168.00188
1633,7799355.6771
1634,14204623.7718
1635,17806391.901
1637,6943431.18955
1638,6277221.71422
1639,10749871.5368
1641,17586364.1921
1643,9784283.14305
1644,9574093.52896
1645,3852205.83758
1646,4451595.61801
1647,8412102.9486
1648,4924924.96865
1649,3312816.18155
1650,6680537.53911
1651,7071864.50619
1652,13374195.5793
1653,7438859.04796
1654,5645379.60935
1655,9733615.94972
1656,4835572.80934
1658,11626053.6498
1659,3454631.57032
1660,6307914.88002
1661,5607691.86925
1662,5700080.6438
1663,14048232.7355
1664,5997266.63357
1665,6940792.31217
1666,7156118.3993
1667,16518263.0302
1668,4918698.66304
1669,5327409.33963
1670,8012535.32264
1671,4446459.40723
1673,6177386.14177
1674,5513714.17997
1675,9185298.77287
1676,4926619.17049
1677,9740370.90856
1678,5305114.51166
1679,7340824.98634
1680,3461657.09966
1681,11206879.8154
1684,3998240.93502
1685,7118227.4531
1686,7435143.9988
1687,5426580.47129
1688,7023075.46789
1689,13674387.4151
1690,5368571.21657
1692,5369782.40719
1693,5806878.20438
